,name,city,state,nirfRank,rank
56,Academy of Maritime Education and Training,Kancheepuram,Tamil Nadu,nan,nan
57,Academy of Scientific & Innovative Research,Ghaziabad,Uttar Pradesh,18,nan
58,Academy of Scientific & Innovative Research ,Ghaziabad,Uttar Pradesh,nan,nan
59,Academy of Technology,Hooghly,West Bengal,nan,nan
60,Accurate Institute of Advanced Management,Greater Noida,Uttar Pradesh,nan,nan
61,Accurate Institute of Architecture & Planning,Greater Noida,Uttar Pradesh,nan,nan
62,Accurate Institute of Management & Technology,Greater Noida,Uttar Pradesh,nan,nan
63,Acharya Institute of Management and Science,Bengaluru,Karnataka,nan,nan
64,Acharya Institute of Technology,Bengaluru,Karnataka,nan,nan
65,"Acharya Instiute Graduate Studies(of Journalism), Chikkabanavara",Bengaluru,Karnataka,nan,nan
66,Acharya Narendra Dev College,New Delhi,Delhi,nan,nan
67,"Acharya Patashala College of Commerce, N.R. Colony, Bangalore",Bangalore,Karnataka,nan,nan
68,Acharya Prafulla Chandra College,Kolkata,West Bengal,nan,nan
69,Acharya School of Design,Bangalore,Karnataka,nan,nan
70,"Acharya Sukumar Sen Mahavidyalaya, Burdwan",Burdwan,West Bengal,nan,nan
71,"Acharyar NRV School of Architecture, Bangalore",Bangalore,Karnataka,nan,nan
72,"Acharyas Bangalore B School, Bangalore",Bangalore,Karnataka,nan,nan
73,Achievers College of Commerce and Management Night College,Kalyan,Maharashtra,nan,nan
74,"Acropolis Institute of Management Studies & Research, Manglia Chouraha, Indore",Indore,Madhya Pradesh,nan,nan
75,Acropolis Institute of Technology and Research,Indore,Madhya Pradesh,nan,nan
76,Adamas University,Kolkata,West Bengal,nan,nan
77,Adani Institute of Infrastructure Engineering,Ahmedabad,Gujarat,nan,nan
78,Adarsh College,SHEOPUR,Madhya Pradesh,nan,nan
79,Adarsh College,Dist. Giridih,Jharkhand,nan,nan
80,"Adarsh Mahavidyalaya, Vita",Sangli,Maharashtra,nan,nan
81,"Adarsh Science, Jairamdas Bhagchand Arts & Birla Commerce College, Dhamangaon",Amravati,Maharashtra,nan,nan
82,"Adarsh Shikshan Sanstha`s Kalikadevi Arts, Commerce & Science College",Shirur Kasar,Maharashtra,nan,nan
83,"Adarsha Edu. Society's Arts Commerce & Science College, Hingoli",Hingoli,Maharashtra,nan,nan
84,Adharsh Vidyalaya College of Arts and Science for Women,Bhavani Tk,Tamil Nadu,nan,nan
85,Adhiparasakthi College of Arts and Science,Raniipet,Tamil Nadu,nan,nan
86,Adhiparasakthi Engineering College,Chengalpat,Tamil Nadu,nan,nan
87,"Adhiyaman Arts and Science College for Women, Srinivasa Nagar",Krishnagiri,Tamil Nadu,nan,nan
88,Adi Shankara Institute of Engineering and Technology,Kalady,Kerala,nan,nan
89,Adichunchanagiri Institute of Medical Science,Nagamangala,Karnataka,nan,nan
90,Adichunchanagiri Institute of Technology,Chikmagalur,Karnataka,nan,nan
91,"Adina Institute of Science and Technology, Sagar",Sagar,Madhya Pradesh,nan,nan
92,"Aditanar College of Arts & Science, Virapandianpattinam",Thoothukkudi,Tamil Nadu,nan,nan
93,Aditi Mahavidyalaya,Delhi,Delhi,nan,nan
94,Aditya College of Engineering,Madanapalle,Andhra Pradesh,nan,nan
95,Aditya College of Engineering,Surampalem,Andhra Pradesh,nan,nan
96,Aditya College of Engineering & Technology,Surampalem,Andhra Pradesh,nan,nan
97,Aditya Degree College,Vizianagaram,Andhra Pradesh,nan,nan
98,Aditya Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
99,"Aditya Degree College for Women, Kakinada",KAKINADA,Andhra Pradesh,nan,nan
100,Aditya Engineering College,Surampalem,Andhra Pradesh,nan,nan
101,Aditya Institute of Management Studies and Research,Mumbai,Maharashtra,nan,nan
102,Aditya Institute of Technology and Management,Tekkali,Andhra Pradesh,nan,nan
103,Adusumilli Gopalakrishnaiah & Sugarcane Growers Siddhartha Degree College of Arts & Science,Vuyyuru,Andhra Pradesh,nan,nan
104,Aeya Institute of Engineering & Technology,Jaipur,Rajasthan,nan,nan
105,Aggarwal College,Dist. Faridabad,Haryana,nan,nan
106,Agnel Institute of Technology and Design,Assagao,Goa,nan,nan
107,Agni College of Technology,Chennai,Tamil Nadu,nan,nan
108,"Agricultural Development Trusts Sharadabai Pawar Mahila Arts, Commerce & Science College",Baramati,Maharashtra,nan,nan
109,Agurchand Manmull Jain College,Chennai,Tamil Nadu,nan,nan
110,Ahalia School of Management,Palakkad,Kerala,nan,nan
111,Ahmednagar Jilha Maratha Vidya Prasarak Samaj`s New Arts Commerce & Science College,Ahmednagar,Maharashtra,nan,nan
112,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj`s New Arts,Commerce & Science College",Ahmednagar,Maharashtra,nan,nan
113,"Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Arts,Commerce & Science College, Shevgaon, Dist. Ahmednagar",Shevgaon,Maharashtra,nan,nan
114,Ajay Kumar Garg Engineering College,Ghaziabad,Uttar Pradesh,nan,nan
115,Ajay Kumar Garg Institute of Management,Ghaziabad,Uttar Pradesh,nan,nan
116,Ajeenkya DY Patil School Of Engineering,Pune,Maharashtra,nan,nan
117,Ajeenkya DY Patil University,Pune,Maharashtra,nan,nan
118,Akbar Peerbhoy College of Commerce & Economics,Mumbai,Maharashtra,nan,nan
119,Akshaya College of Engineering and Technology,Coimbatore,Tamil Nadu,nan,nan
120,"Al- Ameen College, Edathala North P.O. Alwaye",Ernakulam,Kerala,nan,nan
121,Al-Badar Rural Gulbarga Dental College & Hospital,Gulbarga,Karnataka,nan,nan
122,Alagappa Chettiar Government College of Engineering and Technology,Sivaganga,Tamil Nadu,nan,nan
123,"Alagappa Government Arts College, Karaikudi",Karaikudi,Tamil Nadu,nan,nan
124,Alagappa University,Karaikudi,Tamil Nadu,nan,28
125,"Alard Institute and Management Sciences, Pune",Pune,Maharashtra,nan,nan
126,Aldel Education Trust's St. John College of Engineering,Palghar,Maharashtra,nan,nan
127,Aligarh Muslim University,nan,nan,22,nan
128,Aligarh Muslim University,Aligarh,Uttar Pradesh,nan,11
129,Aligarh Muslim University ,Aligarh,Uttar Pradesh,nan,nan
130,All India Institute of Medical Sciences ,New Delhi,Delhi,nan,nan
131,All India Institute of Medical Sciences Bhopal,Bhopal,Madhya Pradesh,nan,nan
132,All India Institute of Medical Sciences Bhubaneswar,nan,nan,26,nan
133,All India Institute of Medical Sciences Bhubaneswar,Khordha,Odisha,nan,nan
134,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,86,nan
135,All India Institute of Medical Sciences Jodhpur,nan,nan,16,nan
136,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,9,nan
137,"All India Institute of Medical Sciences, Delhi",nan,nan,1,nan
138,"All India Institute of Medical Sciences, Raipur",nan,nan,49,nan
139,"All India Institute of Medical Sciences, Rishikesh",nan,nan,48,nan
140,"All India Shivaji Memorial Societys College of Engineering, Pune",Pune,Maharashtra,nan,nan
141,"All India Shivaji Memorial Societys Institute of Management, Pune",Pune,Maharashtra,nan,nan
142,All India Shri Shivaji Memorial Society`s Institute of Information Technology,Pune,Maharashtra,nan,nan
143,"All Saints' College, Thiruvananthapuram",Thiruvananthapuram,Kerala,nan,nan
144,Allagadda Institute of Management Science,Allagadda,Andhra Pradesh,nan,nan
145,Allahabad Degree College,Prayagraj,Uttar Pradesh,nan,nan
146,Allia,Bengaluru,Karnataka,253,nan
147,Alliance University,Bengaluru,Karnataka,nan,nan
148,Alliance University,nan,nan,98,nan
149,Alpha Arts and Science College,Chennai,Tamil Nadu,nan,nan
150,"Alphonsa College, Pala",Pala,Kerala,nan,nan
151,"Alva`s College, Sundari Ananada Alva Campus, Moodabidri",Moodbidri,Karnataka,nan,nan
152,"Alvas Institute of Engineering and Technology, Moodbidri",Dakshina Kannada,Karnataka,nan,nan
153,"Amal College of Advanced Studies, Myladi",Nilambur,Kerala,nan,nan
154,Amal Jyothi College of Engineering,Kottayam,Kerala,nan,nan
155,Amar Shahid Baba Ajit Singh Jujhar Singh Memorial College,Ropar,Punjab,nan,nan
156,"Ambah PG College, Ambah",Morena,Madhya Pradesh,nan,nan
157,Ambalika Institute of Management and Technology,Lucknow,Uttar Pradesh,nan,nan
158,Ambedkar College,Kumarghat,Tripura,nan,nan
159,Ambedkar Institute of Management Studies,Visakhapatnam,Andhra Pradesh,nan,nan
160,Amdar Shashikant Shinde Mahavidyalaya,Dist. Satara,Maharashtra,nan,nan
161,Amguri College,Sivasagar,Assam,nan,nan
162,Amity University,Gautam Budh Nagar,Uttar Pradesh,nan,22
163,Amity University,nan,nan,28,nan
164,"Amity University Haryana, Gurgaon",nan,nan,92,nan
165,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,114,nan
166,"Amity University Haryana, Gurgaon",Gurugram,Haryana,27,nan
167,"Amity University, Gwalior",Gwalior,Madhya Pradesh,153,nan
168,"Amity University, Jaipur",Jaipur,Rajasthan,133,nan
169,"Amity University, Mumbai",Mumbai,Maharashtra,nan,nan
170,"Amity University, Raipur",Raipur,Chhattisgarh,nan,nan
171,"Amolakchand Vidhi Mahavidyalaya, Yavatmal",Yavatmal,Maharashtra,nan,nan
172,Amrapali Institute of Hotel Management,Haldwani,Uttarakhand,nan,nan
173,"Amrita College of Engineering and Technology, Nagercoil",Nagercoil,Tamil Nadu,nan,nan
174,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,nan,5
175,Amrita Vishwa Vidyapeetham,nan,nan,8,nan
176,Amrita Vishwa Vidyapeetham ,Coimbatore,Tamil Nadu,nan,nan
177,Amritsar College of Engineering & Technology,Amritsar,Punjab,nan,nan
178,Amrutha Institute of Engineering & Management Sciences,Bengaluru,Karnataka,nan,nan
179,"Amrutvahini College of Engineering, Sangamner",Sangamner,Maharashtra,nan,nan
180,Ananad Institute of Higher Technology,Chennai,Tamil Nadu,nan,nan
181,"Anand Charitable Trust`s Anandrao Alias Babaji Dhonde Arts, Commerce & Science College",Beed,Maharashtra,nan,nan
182,Anand Engineering College,Agra,Uttar Pradesh,nan,nan
183,Anand International College of Engineering,Jaipur,Rajasthan,nan,nan
184,"Anand Niketan Arts Commerce Science College, Varora",Chandrapur,Maharashtra,nan,nan
185,Anantrao Pawar College of Engineering & Research,Pune,Maharashtra,nan,nan
186,Andhra Loyola College,Vijayawada,Andhra Pradesh,nan,nan
187,Andhra Loyola Institute of Engineering and Technology,Vijayawada,Andhra Pradesh,nan,nan
188,Andhra Muslim College,Guntur,Andhra Pradesh,nan,nan
189,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,nan,36
190,"Anekant Education Societys Anekant Institute of Management Studies, Pune",Baramati,Maharashtra,nan,nan
191,Angadi Instittute of Technology and Management,Belagavi,Karnataka,nan,nan
192,Angappa College of Arts and Science,Coimbatore -,Tamil Nadu,nan,nan
193,Anil Neerukonda Institute of Technol,Visakhapatnam,Andhra Pradesh,254,nan
194,Anil Neerukonda Institute of Technology & Sciences,Visakhapatnam,Andhra Pradesh,nan,nan
195,Anjuman Arts & Commerce College Dharwad,DHARWAD,Karnataka,nan,nan
196,Anjuman College of Engineering & Technology,Nagpur,Maharashtra,nan,nan
197,"Anjuman Ishat e Taleem Beed`s Milliya Arts, Science and Management Science College, Beed",Beed,Maharashtra,nan,nan
198,"Anjuman Khairul Islams Poona College of Arts, Science & Commerce",Pune,Maharashtra,nan,nan
199,Anjuman-I-Islam`s Kalsekar Technical Campus,New Panvel,Maharashtra,nan,nan
200,Anna Adarsh College for Women,Chennai,Tamil Nadu,nan,nan
201,Anna University,Chennai,Tamil Nadu,nan,20
202,Anna University,nan,nan,49,nan
203,Anna University ,Chennai,Tamil Nadu,nan,nan
204,Annai Theresa Arts and Science College,Thirukazhukundram,Tamil Nadu,nan,nan
205,"Annai Vailankanni College of Arts and Science, Thanjavur",Thanjavur,Tamil Nadu,nan,nan
206,Annai Vailankanni College of Engineering,Nagercoil,Tamil Nadu,nan,nan
207,Annai Veilankanni's College for Women,Chennai,Tamil Nadu,nan,nan
208,Annai Velankanni College,Tholayavattam,Tamil Nadu,nan,nan
209,Annai Violet Arts and Science College,Chennai,Tamil Nadu,nan,nan
210,"Annai Women`s College, Karur",Karur,Tamil Nadu,nan,nan
211,Annama,Annamalainagar,Tamil Nadu,201,nan
212,Annamacharya Institute of Technology & Sciences,Tirupati,Andhra Pradesh,nan,nan
213,Annamacharya Institute of Technology & Sciences,Rajampet,Andhra Pradesh,nan,nan
214,Annamacharya Institute of Technology and Sciences,Kadapa,Andhra Pradesh,nan,nan
215,Annamacharya PG College of Computer Studies,Rajampet,Andhra Pradesh,nan,nan
216,Annamalai University,Annamalainagar,Tamil Nadu,nan,nan
217,Annapoorana Engineering College,Salem,Tamil Nadu,nan,nan
218,Annasaheb Chudaman Patil Memorial Dental College,Dhule,Maharashtra,nan,nan
219,"Annasaheb Dange College of Engineering and Technology, Ashta",Ashta,Maharashtra,nan,nan
220,"Annasaheb Gundawar College, Katol Road",Nagpur-,Maharashtra,nan,nan
221,Annavaram Satyavati Devi Government College for Women,Kakinada,Andhra Pradesh,nan,nan
222,"Annoor Dental College, Muvattupuzha",Muvattupuzha,Kerala,nan,nan
223,Anurag Engineering College,Ananthagiri (V&M),Telangana,nan,nan
224,Anurag University,Hyderabad,Telangana,140,nan
225,"Anvarul Islam Women?s Arabic College, Mongam",Malappuram,Kerala,nan,nan
226,"Anwarul Uloom College (Autonomous), Hyderabad",Hyderabad,Telangana,nan,nan
227,Apeejay College of Fine Arts Jalandhar,Jalandhar,Punjab,nan,nan
228,Apeejay Institute of Technology-School of Architecture & Planning,Greater Noida,Uttar Pradesh,nan,nan
229,Apeejay School of Management,Delhi,Delhi,nan,nan
230,Appex Institute of Computer and Management Studies,Aurangabad,Maharashtra,nan,nan
231,Aquinas College,Ernakulam,Kerala,nan,nan
232,Arasu Engineering College,Thanjavur,Tamil Nadu,nan,nan
233,"Aravali Institute of Technical Studies,Udaipur",Udaipur,Rajasthan,nan,nan
234,"Arcot Sri Mahalakshmi Women`s College, Arni M, Villapakkam",Ranipet,Tamil Nadu,nan,nan
235,Arignar Anna College (Arts & Science),Krishnagiri,Tamil Nadu,nan,nan
236,Arignar Anna Government Arts College for Women,Walajapet,Tamil Nadu,nan,nan
237,"Arignar Anna Government Arts College, Namakkal",Namakkal,Tamil Nadu,nan,nan
238,"Arignar Anna Government Arts College, Villupuram",Viluppuram,Tamil Nadu,nan,nan
239,Aristotle P.G.College,Hyderabad,Telangana,nan,nan
240,Arjun College of Technology,COIMBATORE,Tamil Nadu,nan,nan
241,Army College of Dental Sciences,Secunderabd,Telangana,nan,nan
242,"Army Institute of Fashion & Design, Old Madras Road, Bangalore",Bengaluru,Karnataka,nan,nan
243,"Army Institute of Law, Mohali",Mohali,Punjab,26,nan
244,Army Institute of Technology,Pune,Maharashtra,172,nan
245,"Arts & Commerce College, Kasegaon",Sangli,Maharashtra,nan,nan
246,"Arts & Commerce College, Nagthane",Satara,Maharashtra,nan,nan
247,"Arts Science and Commerce College, Chikhaldara",Chikhaldara,Maharashtra,nan,nan
248,"Arts and Commerce College, 51, Yadogopal Peth",Satara,Maharashtra,nan,nan
249,"Arts and Science College, Pulgaon",Wardha,Maharashtra,nan,nan
250,"Arts, Commerce & Science College",Kolhapur,Maharashtra,nan,nan
251,"Arts, Commerce & Science College",Pusegaon,Maharashtra,nan,nan
252,"Arts, Commerce & Science College, Palus",Sangli,Maharashtra,nan,nan
253,"Arts, Commerce and Science College, Bodwad",Bodwad,Maharashtra,nan,nan
254,"Arts, Science & Commerce College, Ramanandnagar (Burli)",Kirloskarwadi,Maharashtra,nan,nan
255,Arul Anandar College,Madurai,Tamil Nadu,nan,nan
256,"Arulmigu Palaniandavar Arts College for Women, Palani",Dindigul,Tamil Nadu,nan,nan
257,"Arumugam Pillai Seethaiammal College, Tiruppathur",Tirupathur,Tamil Nadu,nan,nan
258,Arunachala College of Engineering for Women,Kanniyakumari,Tamil Nadu,nan,nan
259,Arunai Engineering College,Tiruvannamalai,Tamil Nadu,nan,nan
260,Arunodaya Dnyan Prasarak Mandal's,Jalgaon,Maharashtra,nan,nan
261,Arya College,Panipat,Haryana,nan,nan
262,"Arya College of Engineering & Information Technology, Jaipur",Jaipur,Rajasthan,nan,nan
263,"Arya College of Engineering & Research Center, Jaipur",Jaipur,Rajasthan,nan,nan
264,Arya Kanya Degree College,Prayagraj,Uttar Pradesh,nan,nan
265,Arya Mahila Post Graduate College,Varanasi,Uttar Pradesh,nan,nan
266,Arya Vidyapeeth College,Guwahati,Assam,nan,nan
267,Aryabhatta College,Delhi,Delhi,nan,nan
268,Asansol Engineering College,Asansol,West Bengal,nan,nan
269,Ashok & Rita Patel Institute of Integrated Study & Research In Biotechnology and Allied Sciences (ARIBAS),Vithal Udyognagar,Gujarat,nan,nan
270,"Ashok Gramin Shikshan Sansthas Arts, Commerce & Science College, Ashoknagar, Ahmednagar",Shrirampur,Maharashtra,nan,nan
271,"Ashoka Education Foundations Ashoka Business School,Nashik",Nashik,Maharashtra,nan,nan
272,"Ashoka Education Foundations Ashoka Centre for Business & Computer Studies, Nashik",Nashik,Maharashtra,nan,nan
273,Ashoka University,Sonepat,Haryana,nan,88
274,Asia Pacific Institute of Information Technology,Panipat,Haryana,nan,nan
275,"Asian Academy of Education & Research, Asian College of Science & Commerce, Pune",Pune,Maharashtra,nan,nan
276,Asian Business School,Noida,Uttar Pradesh,nan,nan
277,Asian Law College,Noida,Uttar Pradesh,nan,nan
278,Assam Don Bosco University,Azara,Assam,nan,nan
279,Assam Down Town University,Guwahati,Assam,nan,nan
280,Assumption College,Kottayam,Kerala,nan,nan
281,Asutosh College,Kolkata,West Bengal,nan,nan
282,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,nan,nan,64,nan
283,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,78,nan
284,Atchuta Degree College,Atchutapuram,Andhra Pradesh,nan,nan
285,Atharva College of Engineering,Mumbai Suburban,Maharashtra,nan,nan
286,Atharva Educational Trust Atharva Institute of Management Studies,Mumbai,Maharashtra,nan,nan
287,Atma Ram Sanatan Dharm College,New Delhi,Delhi,nan,nan
288,Atria Institute of Technology,Bengaluru,Karnataka,nan,nan
289,Audisankara College of Engineering & Technology,Gudur,Andhra Pradesh,nan,nan
290,"Audyogik Tantra Shikshan Sansthas ATSS College of Business Studies & Computer Application, Pune",Pune,Maharashtra,nan,nan
291,"Audyogik Tantra Shikshan Sansthas Institute of Industrial and Computer Management and Research, Pune",Pune,Maharashtra,nan,nan
292,Aurora's Technological And Research Institute,Hyderabad,Telangana,nan,nan
293,Aurora`s P. G. College (MBA),Hyderabad,Telangana,nan,nan
294,"Aurora`s P. G. College (MBA), Ramanthapur",Hyderabad,Telangana,nan,nan
295,Aurora`s P. G. College (MCA),Hyderabad,Telangana,nan,nan
296,"Aurora`s P. G. College (MCA), Ramanthapur",Hyderabad,Telangana,nan,nan
297,Aurora`s Scientific & Technological Institute,Hyderabad,Telangana,nan,nan
298,Auroras Degree College,Hyderabad,Telangana,nan,nan
299,Auxilium College,Vellore,Tamil Nadu,nan,nan
300,Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu,nan,84
301,Avvaiyar Government College for Women,Karaikal,Pondicherry,nan,nan
302,"Awadesh Pratap Singh University, Rewa",Rewa,Madhya Pradesh,nan,nan
303,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,nan,nan
304,Ayyanna Degree College,K.KOTAPADU,Andhra Pradesh,nan,nan
305,"Azad Institute of Engineering and Technology, Lucknow",Lucknow,Uttar Pradesh,nan,nan
306,"Azad Mahavidyalaya, Ausa",Latur,Maharashtra,nan,nan
307,B I T Sind,Dhanbad,Jharkhand,255,nan
308,B I T Sindri,Dhanbad,Jharkhand,nan,nan
309,"B J Azad College, Dumka",JAMTARA,Jharkhand,nan,nan
310,B N College Of Engineering And Technology Lucknow,Lucknow,Uttar Pradesh,nan,nan
311,"B N Patel Institute of Paramedical and Science, Anand",Anand,Gujarat,nan,nan
312,"B S K College, Sahibaganj",BARHARWA,Jharkhand,nan,nan
313,B. Borooah College,Kamrup,Assam,nan,nan
314,B. G. S. Institute of Technology,Mandya,Karnataka,nan,nan
315,B. J. Medical College,nan,nan,50,nan
316,B. J. Medical College,Ahmadabad,Gujarat,nan,nan
317,"B. K. Birla College of Arts, Science and Commerce (Autonomous)",Kalyan West,Maharashtra,nan,nan
318,B. N. College,Dhubri,Assam,nan,nan
319,"B. P Sulakhe Commerce College, Dist. Solapur",Barshi.,Maharashtra,nan,nan
320,B. P. Poddar Institute of Management & Technology,Kolkata,West Bengal,nan,nan
321,B. P. S. Government Medical College for Women,Sonipat,Haryana,nan,nan
322,B. R. C. M. College of Business Administration,Surat,Gujarat,nan,nan
323,B. Raghunath Arts & Science College Parbhani,Parbhani,Maharashtra,nan,nan
324,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,102,nan
325,B. S. College,Lohardaga,Jharkhand,nan,nan
326,B. V. Raju College,West Godavari,Andhra Pradesh,nan,nan
327,"B.C.M. College, Kottayam",Kottayam,Kerala,nan,nan
328,"B.D.A. College, Pichri",Bokaro,Jharkhand,nan,nan
329,"B.L.D.E.A`s V.P. Dr. P.G. Halakatti College of Engineering and Technology, Vijayapur",Vijayapur,Karnataka,nan,nan
330,"B.M.S. College for Womens, Bugel Rock Road, Basvanagudi",Bangalore,Karnataka,nan,nan
331,B.M.S. College of Engineering,Bengaluru,Karnataka,83,nan
332,"B.P.H.E.Society`s Ahmednagar College, Ahmednagar",Ahmednagar,Maharashtra,nan,nan
333,B.P.Hivale Institute of Management Studies and Career Development and Research CSRD Campus,Ahmednagar,Maharashtra,nan,nan
334,"B.S. Patel Arts, Commerce & Science College, Pimpalgaon",Buldana,Maharashtra,nan,nan
335,"B.S.S. Mahila Mahavidyalaya, Dhanbad",Dhanbad,Jharkhand,nan,nan
336,"B.V.V. Sangha`s Basaveshwar Commerce College, Bagalkot",Bagalkot,Karnataka,nan,nan
337,BALAJI INSTITUTE OF TELECOM & MANAGEMENT,Pune,Maharashtra,nan,nan
338,BBCIT,Hyderabad,Telangana,nan,nan
339,"BEST DENTAL SCIENCE COLLEGE (Inst. Code - 269), MADURAI",Madurai,Tamil Nadu,nan,nan
340,BHABHA COLLEGE OF DENTAL SCIENCE,Bhopal,Madhya Pradesh,nan,nan
341,BISHOP BENZIGER COLLEGE OF NURSING,KOLLAM,Kerala,nan,nan
342,"BLDEA's SP College of Commerce, Bijapur",Vijayapur,Karnataka,nan,nan
343,"BLDEA`s Commerce, BHS Arts & TGP Science College",Bagalkot,Karnataka,nan,nan
344,BM College of Technology,Indore,Madhya Pradesh,nan,nan
345,BML Munjal University,Gurgaon,Haryana,nan,nan
346,BML Munjal University,nan,nan,54,nan
347,BMS College of Arhitecture,Bengaluru,Karnataka,18,nan
348,BMS Institute of Technology & Management,Bengaluru,Karnataka,199,nan
349,"BMS School of Architecture, Yelahanka",Bangalore,Karnataka,nan,nan
350,BNM Institute,Bengaluru,Karnataka,203,nan
351,BNM Institute of Technology,Bengaluru,Karnataka,nan,nan
352,"BOKARO MAHILA MAHAVIDYALAYA, BOKARO",Bokaro Steel City,Jharkhand,nan,nan
353,BRB College Raichur,Raichur,Karnataka,nan,nan
354,BRCM College of Engineering & Technology,Bahal,Haryana,nan,nan
355,BSSS College,Bhopal,Madhya Pradesh,nan,nan
356,BVRIT Hyderabad College of Enginee,Hyderabad,Telangana,204,nan
357,BVRIT Hyderabad College of Engineering for Women,Hyderabad,Telangana,nan,nan
358,"BVV SANGH INST. OF MANAGEMENT STUDIES, BAGALKOTE (PG)",Bagalkot,Karnataka,nan,nan
359,BVV Sangha`s S. Nijalingappa Medical College,Bagalkot,Karnataka,nan,nan
360,"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib",Fatehgarh Sahib,Punjab,nan,nan
361,Baba Ghulam Shah Badshah University,Rajouri,Jammu and Kashmir,nan,nan
362,"Baba Jaswant Singh Dental College Hospital & Research Institute, Ludhiana",Ludhiana,Punjab,nan,nan
363,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,nan,55
364,Babasheb Bhimrao Ambedkar University,nan,nan,87,nan
365,"Babu Anant Ram Janta College, Kaul (Kaithal)",Kaithal,Haryana,nan,nan
366,Babu Jagjivan Ram Government Degree College,Hyderabad,Telangana,nan,nan
367,Badruka College PG Centre,Hyderabad,Telangana,nan,nan
368,Badruka College of Commerce And Arts(Day),Hyderabad,Telangana,nan,nan
369,"Baghmara College, Dhanbad",Dhanbad,Jharkhand,nan,nan
370,Baharagora College,BAHARAGORA,Jharkhand,nan,nan
371,Bahauddin Government Arts College,Dist. Junagadh,Gujarat,nan,nan
372,Bahauddin Government Science College,Dist. Junagadh,Gujarat,nan,nan
373,Bahirji Smarak Mahavidyalaya,Hingoli,Maharashtra,nan,nan
374,Bahona College,Jorhat,Assam,nan,nan
375,Bahra University,Solan,Himachal Pradesh,nan,nan
376,Balagarh B.K. Mahavidyalaya,JIRAT,West Bengal,nan,nan
377,Balaji Institute Of International Business (BIIB),Pune,Maharashtra,nan,nan
378,Balaji Institute Of Modern Management (BIMM),Pune,Maharashtra,nan,nan
379,Balaji Institute of I. T. & Management,Kadapa,Andhra Pradesh,nan,nan
380,Balaji Institute of Management and HRD,Pune,Maharashtra,nan,nan
381,Balaji Institute of Technology & Science,Warangal (Rural),Telangana,nan,nan
382,Balasaheb Desai College,Satara,Maharashtra,nan,nan
383,"Balbhim College of Arts, Science & Commerce",Beed,Maharashtra,nan,nan
384,Baldeo Das Santlal Mahila College,East Singhbhum,Jharkhand,nan,nan
385,"Baliram Patil Mahavidyalaya, Kinwat",Nanded-Waghala,Maharashtra,nan,nan
386,Ballari Institute of Technology & Management,Bellary,Karnataka,nan,nan
387,"Balvant College, Vita",Vita,Maharashtra,nan,nan
388,Banaras Hindu University,Varanasi,Uttar Pradesh,nan,6
389,Banaras Hindu University,nan,nan,5,nan
390,Banaras Hindu University ,Varanasi,Uttar Pradesh,nan,nan
391,Banaras Institute of Teacher`s Education,Varanasi,Uttar Pradesh,nan,nan
392,Banarsidas Chandiwala Institute of Professional Studies,New Delhi,Delhi,nan,nan
393,Banasthali Vidyapith,Banasthali,Rajasthan,nan,49
394,Bangabasi Evening College,Kolkata,West Bengal,nan,nan
395,Bangabasi Morning College,KOLKATA,West Bengal,nan,nan
396,Bangal,Bangalore,Karnataka,202,nan
397,"Bangalore Institute of Technology, Bangalore",Bangalore,Karnataka,nan,nan
398,Bangalore University,Bangalore,Karnataka,nan,64
399,Bankim Sardar College,Na,West Bengal,nan,nan
400,Bankura University,Bankura,West Bengal,nan,nan
401,Bankura Zilla Saradamani Mahila Mahavidyapith,Bankura,West Bengal,nan,nan
402,"Bansal Institute of Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh,nan,nan
403,Bansal Institute of Science & Technology,Bhopal,Madhya Pradesh,nan,nan
404,Baosi Banikanta Kakoti College,Barpeta,Assam,nan,nan
405,Bapatla Engineering College,Bapatla,Andhra Pradesh,nan,nan
406,Bapatla Women`s Engineering College,Bapatla,Andhra Pradesh,nan,nan
407,Bapuji Dental College & Hospital,Davangere,Karnataka,nan,nan
408,Bapuji Institute of Engineering & Technology,Davangere,Karnataka,nan,nan
409,"Bapuraoji Butle Arts, Narayanrao Bhat Commerce and Bapusaheb Patil Science College, Digras",Digras,Maharashtra,nan,nan
410,Barasat Government College,North Twenty Four Parganas,West Bengal,nan,nan
411,"Barkatullah University, Bhopal",Bhopal,Madhya Pradesh,nan,nan
