,Unnamed: 0,name,city,state,nirf_rank,ranked,rank,nirfRank
2601,829,"National Institute of Advanced Manufacturing Technology, Ranchi",Ranchi,Jharkhand,,,,
2602,1855,"National Institute of Ayurveda, Jaipur",Jaipur,Rajasthan,,,,
2603,3274,"National Institute of Fashion Technology, Kannur",Kannur,Kerala,,,,
2604,4818,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,,,,127.0
2605,4777,"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,Tamil Nadu,,,,86.0
2606,5030,"National Institute of Industrial Engineering, Mumbai",,,,,,9.0
2607,1856,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka,,,,
2608,4513,"National Institute of Mental Health & Neuro Sciences, Bangalore ",Bangalore,Karnataka,,,,
2609,832,National Institute of Science & Technology,Berhampur,Odisha,,,,
2610,4920,National Institute of Techn,Dimapur,Nagaland,,,,229.0
2611,4976,National Institute of Technology ,Tadepalligudem,Andhra Pradesh,,,,285.0
2612,833,National Institute of Technology Agartala,Agratala,Tripura,,,,
2613,834,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,,,,
2614,4885,National Institute of Technology Delhi,Delhi,Delhi,,,,194.0
2615,836,National Institute of Technology Durgapur,Durgapur,West Bengal,,,,
2616,837,National Institute of Technology Goa,Ponda,Goa,,,,
2617,4511,National Institute of Technology Karnataka ,Surathkal,Karnataka,,,,
2618,838,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,,,,
2619,4548,"National Institute of Technology Karnataka, Surathkal ",Surathkal,Karnataka,,,,27.0
2620,839,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,,,,
2621,840,National Institute of Technology Manipur,Imphal,Manipur,,,,
2622,841,National Institute of Technology Meghalaya,Shillong,Meghalaya,,,,
2623,842,National Institute of Technology Mizoram,Aizawl,Mizoram,,,,
2624,843,National Institute of Technology Nagaland,Dimapur,Nagaland,,,,
2625,844,National Institute of Technology Puducherry,Karaikal,Pondicherry,,,,
2626,845,National Institute of Technology Rourkela,Rourkela,Odisha,,,,
2627,4502,National Institute of Technology Rourkela ,Rourkela,Odisha,,,,
2628,846,National Institute of Technology Sikkim,South Sikkim,Sikkim,,,,
2629,4757,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,,,,66.0
2630,4506,National Institute of Technology Tiruchirappalli ,Tiruchirappalli,Tamil Nadu,,,,
2631,848,National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand,,,,
2632,849,National Institute of Technology Warangal,Warangal,Telangana,,,,
2633,850,"National Institute of Technology, Andhra Pradesh",TADEPALLIGUDEM,Andhra Pradesh,,,,
2634,851,"National Institute of Technology, Calicut",Kozhikode,Kerala,,,,
2635,52,"National Institute of Technology, Hamirpur",Hamirpur,Himachal Pradesh,,,,
2636,4781,"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand,,,,90.0
2637,53,"National Institute of Technology, Patna",Patna,Bihar,,,,
2638,855,"National Institute of Technology, Raipur",Raipur,Chhattisgarh,,,,
2639,5222,"National Institute of Technology, Silchar",Silchar,Assam,,,,50.0
2640,55,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,,,,
2641,5006,"National Law Institute University, Bhopal",Bhopal,Madhya Pradesh,,,,15.0
2642,4992,National Law School of India University,Bengaluru,Karnataka,,,,1.0
2643,4993,National Law University,New Delhi,Delhi,,,,2.0
2644,5015,National Law University and Judicial Academy,Kamrup,Assam,,,,24.0
2645,4416,"National Law University, Jodhpur",Jodhpur,Rajasthan,,,,
2646,4417,National University of Advanced Legal Studies (NUALS),Kochi,Kerala,,,,
2647,4418,"National University of Study & Research in Law, Ranchi",Ranchi,Jharkhand,,,,
2648,858,Nav Nirman Sewa Samiti`s Samalkha Group of Institutions,Panipat,Haryana,,,,
2649,3276,Naveen Government College Khertha,"Village Khertha, Block Dondilohara",Chhattisgarh,,,,
2650,3277,"Navgan Shikshan Sanstha Rajuri (N) Mrs. Kesharbai Sonajirao Kshirsagar Alias Kaku Arts, Science & Commerce College",Beed,Maharashtra,,,,
2651,3278,Navgan Shikshan Sanstha`s College of Arts & Commerce,Beed,Maharashtra,,,,
2652,859,"Navodaya Institute of Technology, Raichur",Raichur,Karnataka,,,,
2653,4273,Navodaya dental College,Raichur,Karnataka,,,,
2654,56,Navrachana University,Vadodara,Gujarat,,,,
2655,3279,Nazareth College of Arts and Science,Chennai,Tamil Nadu,,,,
2656,3280,Nazareth Margoschis College,Thoothukudi,Tamil Nadu,,,,
2657,3281,Nazira College,Sivasagar,Assam,,,,
2658,3282,Nehru Arts & Science College,Kasaragod,Kerala,,,,
2659,3283,Nehru Arts and Science College,Coimbatore,Tamil Nadu,,,,
2660,860,Nehru College of Engineering and Research Centre,Pampady,Kerala,,,,
2661,1857,Nehru College of Nursing,Vaniyamkulam,Kerala,,,,
2662,861,Nehru Institute of Engineering and Technology,Coimbatore,Tamil Nadu,,,,
2663,3284,Nehru Memorial College,Tiruchirappalli,Tamil Nadu,,,,
2664,3285,Nehru Memorial Government Degree College,Medak,Telangana,,,,
2665,862,"Neotia Institute of Technology, Management and Sciencee",Kolkata,West Bengal,,,,
2666,3286,"Nesamony Memorial Christian College, Kanyakumari Dist.",Marthandam,Tamil Nadu,,,,
2667,3287,Ness Wadia College of Commerce,Pune,Maharashtra,,,,
2668,3288,Netaji Subhas Mahavidyalaya,Udaipur,Tripura,,,,
2669,863,Netaji Subhas University of Technology (NSUT),South West,Delhi,,,,
2670,3289,"Netaji Subhash Chandra Bose Government Girls College, seoni",Seoni,Madhya Pradesh,,,,
2671,864,Netaji Subhash Engineering College,Kolkata,West Bengal,,,,
2672,3290,"New Arts Commerce and Science College, Bachelor Road",Wardha,Maharashtra,,,,
2673,3291,New College,Chennai,Tamil Nadu,,,,
2674,3292,New Education Society's Arts & Commerce,Ratnagiri,Maharashtra,,,,
2675,865,New Horizon College of Engineering,Bengaluru,Karnataka,,,,
2676,3293,"New Horizon College, Kasturinagar",Bengaluru,Karnataka,,,,
2677,866,New Prince Shri Bhavani College of Engineering and Technology,Chennai,Tamil Nadu,,,,
2678,3294,Newman College,Thodupuzha,Kerala,,,,
2679,3296,Night College of Arts and Commerce Kolhapur,Kolhapur,Maharashtra,,,,
2680,3297,"Nijampur Jaitane SPM Adarch Arts, Commerce & Science College, Nijampur",Nijampur-Jaitane,Maharashtra,,,,
2681,1858,Nil Ratan Sircar Medical College and Hospital,Kolkata,West Bengal,,,,
2682,3298,"Nilamber-Pitamber University, Palamu",Medininagar,Jharkhand,,,,
2683,5066,Nirma University,,,,,,45.0
2684,3299,Nirmala College,Ranchi,Jharkhand,,,,
2685,3300,Nirmala College for Women,Coimbatore,Tamil Nadu,,,,
2686,3301,"Nirmala College, Muvattupuzha",Ernakulam,Kerala,,,,
2687,3302,Nirmalagiri College,Kannur,Kerala,,,,
2688,870,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,,,,
2689,3303,"Nizam College, Basheerbagh",Hyderabad,Telangana,,,,
2690,4836,Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh,,,,145.0
2691,873,Noorul Islam Centre for Higher Education - Kanyakumari,Thuckalay,Tamil Nadu,,,,
2692,3306,"Noorul Islam College of Arts & Science, Kumaracoil",Nagercoil,Tamil Nadu,,,,
2693,5288,North Eastern Hill University,Shillong,Meghalaya,,,66.0,
2694,4921,North Eastern Regional Institute of Scienc,Itanagar,Arunachal Pradesh,,,,230.0
2695,874,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh,,,,
2696,3307,North Lakhimpur College,Lakhimpur,Assam,,,,
2697,3308,Nowgong College,Nagaon,Assam,,,,
2698,3316,Nutan Mahavidyalaya,Parbhani,Maharashtra,,,,
2699,3317,"Nutan Vidya Prasarak Mandal`s Arts, Commerce & Science College",Nashik,Maharashtra,,,,
2700,3319,"Nyayadhish Tatyasaheb Athalye ArtsVedmurti S R Sapre Commerce and Vidhidnya Dadasaheb Pitre Science College, Dist Ratnagiri",Devrukh,Maharashtra,,,,
2701,881,OP Jindal University,Raigarh,Chhattisgarh,,,,
2702,58,Om Institute of Technology & Management,HISAR,Haryana,,,,
2703,880,Omdayal Group of Institutions,Howrah,West Bengal,,,,
2704,3320,"Omkarnand Saraswati Degree College, Devprayag",Devprayag,Uttarakhand,,,,
2705,3321,"Orange city College of Social Work, Umred Road",Nagpur,Maharashtra,,,,
2706,3322,Oriental College,Imphal,Manipur,,,,
2707,882,Oriental College of Technology,Bhopal,Madhya Pradesh,,,,
2708,883,Oriental Institute of Science and Technology,Bhopal,Madhya Pradesh,,,,
2709,4422,"Oriental University, Indore",Indore,Madhya Pradesh,,,,
2710,3323,"Osmania College, Kurnool",Kurnool,Andhra Pradesh,,,,
2711,4567,Osmania University,Hyderabad,Telangana,,,,46.0
2712,886,"P D A College of Engineering, Gulbarga",Kalaburagi,Karnataka,,,,
2713,1355,P D Pandya Institute Of Computer Application,Ahmedabad,Gujarat,,,,
2714,887,"P E S College of Engineering, Mandya",Mandya,Karnataka,,,,
2715,888,P. A. College of Engineering and Technology,Pollachi,Tamil Nadu,,,,
2716,3324,P. B. N. College,Guntur,Andhra Pradesh,,,,
2717,3325,P. D. Patel Institute of Applied Sciences,Changa,Gujarat,,,,
2718,3326,P. K. N. College of Arts & Science,Madurai,Tamil Nadu,,,,
2719,3327,P. K. R. Arts College for Women,Erode,Tamil Nadu,,,,
2720,3328,"P. K. Roy Memorial College, Dhanbad",Dhanbad,Jharkhand,,,,
2721,3329,P. R. R. & V. S. Government Degree College,Vidavalur,Andhra Pradesh,,,,
2722,3330,P. S. & S. S. S. Pankaj Arts College,Jalgaon,Maharashtra,,,,
2723,3331,P. S. Government Degree College,Anantapur,Andhra Pradesh,,,,
2724,889,P. S. R. Engineering College,Virudhunagar,Tamil Nadu,,,,
2725,890,P. S. R. Rengasamy College of Engineering for Women,Sivakasi,Tamil Nadu,,,,
2726,3332,P. S. S. R. College of Arts & Science,"Moida Junction, Nellimarla Village And Mandal",Andhra Pradesh,,,,
2727,3333,P. T. Sarvjanik College of Science,Surat,Gujarat,,,,
2728,3334,P. V. A. E. College,Gumla,Jharkhand,,,,
2729,3335,P. V. R. Trust Degree College,Kakinada,Andhra Pradesh,,,,
2730,3336,P.B. Siddhartha College of Arts & Science,Krishna,Andhra Pradesh,,,,
2731,1859,"P.D.U. Medical College, Rajkot",Rajkot,Gujarat,,,,
2732,891,P.E.S. COLLEGE OF ENGINEERING,Aurangabad,Maharashtra,,,,
2733,3337,"P.E.S. Institute of Advanced Management Studies, Guddadakere",SHIVAMOGGA,Karnataka,,,,
2734,3338,P.G.P College of Arts & Science,Namakkal,Tamil Nadu,,,,
2735,3339,P.G.V. College,Gwalior,Madhya Pradesh,,,,
2736,4276,P.M. Nadagouda Memorial Dental College & Hospital,Bagalkot,Karnataka,,,,
2737,892,P.P. Savani University,Surat,Gujarat,,,,
2738,3341,P.S.C. & K.V.S.C. Government College,Nandyal,Andhra Pradesh,,,,
2739,3342,P.V.K.N. Government College,Chittoor,Andhra Pradesh,,,,
2740,894,PACE Institute of Technology and Sciences,Ongole,Andhra Pradesh,,,,
2741,913,"PES Institute of Technology & Management, Shivamoga",Shimoga,Karnataka,,,,
2742,4791,PES University,Bengaluru,Karnataka,,,,100.0
2743,3370,PGDAV College (Eve.),Delhi,Delhi,,,,
2744,3373,PMN Degree College,Visakhapatnam,Andhra Pradesh,,,,
2745,4282,PMS College of Dental Science & Research,Thiruvananthapuram,Kerala,,,,
2746,3393,"PRHSS`s Arts & Commerce College, Dharangaon",Dharangaon,Maharashtra,,,,
2747,3394,PRISM Degree College,Visakhapatnam,Andhra Pradesh,,,,
2748,3401,PSG College of Arts and Science,Coimbatore,Tamil Nadu,,,,
2749,1867,PSG College of Nursing,Coimbatore,Tamil Nadu,,,,
2750,4748,PSG College of Technology,Coimbatore,Tamil Nadu,,,,57.0
2751,1868,"PSG INSTITUTE OF MEDICAL SCIENCES & RESEARCH, COIMBATORE",Coimbatore,Tamil Nadu,,,,
2752,5157,"PSG Institute of Medical Sciences & Research, Coimbatore",,,,,,35.0
2753,937,PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,,,,
2754,3402,PSGR Krishnammal College for Women,Coimbatore,Tamil Nadu,,,,
2755,3403,"PSGVPM`s Science, Commerce & S.I. Patil Arts College, Shahada",Shahada,Maharashtra,,,,
2756,3404,"PSIT College of Higher Education, Bhauti",Kanpur,Uttar Pradesh,,,,
2757,4285,PSM COLLEGE OF DENTAL SC. AKKIKAVU,Thrissur,Kerala,,,,
2758,3405,"PSMO College, Thirurangadi",Malappuram,Kerala,,,,
2759,938,PSN COLLEGE OF ENGINEERING AND TECHNOLOGY,Tirunelveli,Tamil Nadu,,,,
2760,939,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu,,,,
2761,3406,"PT Co-Op Es`s Arts, Science & Commerce College, Pachora",Pachora,Maharashtra,,,,
2762,893,Paavai Engineering College,Namakkal,Tamil Nadu,,,,
2763,3343,Pachaiyappas College for Men,KANCHEEPURAM,Tamil Nadu,,,,
2764,3344,Pachhunga University College,Aizawl,Mizoram,,,,
2765,4277,Pacific Dental College & Hospital,Udaipur,Rajasthan,,,,
2766,1860,"Pad. Dr. V.V. Patil Foundations Medical College, Ahmednagar.",Ahmadnagar,Maharashtra,,,,
2767,895,Padmabhooshan Vasantraodada Patil Institute of Technology,Budhgaon,Maharashtra,,,,
2768,3345,"Padmabhushan Dr. Vasantraodada Patil Mahavidyalaya, Tasagaon",Tasgaon,Maharashtra,,,,
2769,896,Padmabhushan Vasantdada Patil Pratishthan's College of Engineering,Mumbai,Maharashtra,,,,
2770,5303,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra,,,81.0,
2771,3346,Padmashree Institute of Management and Sciences,Bengaluru,Karnataka,,,,
2772,4922,Padmasri Dr. B.V. Raju Institute,Medak,Telangana,,,,231.0
2773,897,Padmasri Dr. B.V. Raju Institute of Technology,Medak,Telangana,,,,
2774,3347,Padmavani Arts & Science College for (W),Salem,Tamil Nadu,,,,
2775,898,"Padmshri Dr.V.B.Kolte College of Engineering, Malkapur",Malkapur,Maharashtra,,,,
2776,899,Padre Conceicao College of Engineering,Verna,Goa,,,,
2777,3348,Panchokot Mahavidyalaya,,West Bengal,,,,
2778,5110,Pandit Deendayal Energy University,,,,,,89.0
2779,4773,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,,,,82.0
2780,3349,"Pandit Nehrt Mahavidyalya, Banmore",Morena,Madhya Pradesh,,,,
2781,4923,Panimalar Engin,Thiruvallur,Tamil Nadu,,,,232.0
2782,902,Panimalar Engineering College,Thiruvallur,Tamil Nadu,,,,
2783,903,Panimalar Institute of Technology,Thiruvallur,Tamil Nadu,,,,
2784,904,Panipat Institute of Engineering & Technology,Panipat,Haryana,,,,
2785,4279,Panjab University,Chandigarh,Chandigarh,,,,
2786,4499,Panjab University ,Chandigarh,Chandigarh,,,,
2787,3350,Panskura Banamali College,Purba Medinipur,West Bengal,,,,
2788,906,Parala Maharaja Engineering College,Berhampur,Odisha,,,,
2789,3351,Parle Tilak Vidyalaya Associations Mulund College of Commerce,Mumbai,Maharashtra,,,,
2790,62,Parul University,Vadodara,Gujarat,,,,
2791,908,Parvathareddy Babulreddy Visvodaya Institute of Technology and Science,Kavali,Andhra Pradesh,,,,
2792,3352,Parvathy Arts & Science College,Dindigul,Tamil Nadu,,,,
2793,3353,Parvatibai Chowgule College of Arts & Science (Autonomous),Margao,Goa,,,,
2794,3354,Paschim Guwahati Mahavidyalaya,Guwahati,Assam,,,,
2795,3355,"Patamda Degree College, Jalla",Jamshedpur,Jharkhand,,,,
2796,3356,Patkai Christian College,Dimapur,Nagaland,,,,
2797,3357,Patna Women's College,Patna,Bihar,,,,
2798,3358,Patrician College Of Arts And Science,Chennai,Tamil Nadu,,,,
2799,3359,Patuck-Gala College of Commerce & Management,Mumbai,Maharashtra,,,,
2800,3360,"Payyannur College, Payyannur",Payyanur,Kerala,,,,
2801,3361,"Pazhassiraja College, Pulpally",Wayanad,Kerala,,,,
2802,3362,"Pazhassiraja NSS College, Mattannur",Kannur,Kerala,,,,
2803,4280,Pb. Govt. Dental College & Hospital,Amritsar,Punjab,,,,
2804,909,Pecific School of Engineering,Surat,Gujarat,,,,
2805,3363,Pedanandipadu College of Arts and Sciences,Guntur,Andhra Pradesh,,,,
2806,1863,"People?s College of Medical Sciences & Research Centre, Bhopal",Bhopal,Madhya Pradesh,,,,
2807,4281,People?s Dental Academy,Bhopal,Madhya Pradesh,,,,
2808,910,Peri Institute of Technology,Kancheepuram,Tamil Nadu,,,,
2809,3364,Periyar Arts College,Cuddalore,Tamil Nadu,,,,
2810,3365,Periyar E.V.R. College (Autonomous),Tiruchirappalli,Tamil Nadu,,,,
2811,911,Periyar Manaimmai Institute of Science & Technology (PMIST),Vallam Thanjavur,Tamil Nadu,,,,
2812,5285,Periyar University,Salem,Tamil Nadu,,,63.0,
2813,3366,"Periyar University College of Arts & Science, mettur",Salem,Tamil Nadu,,,,
2814,3367,"Periyar University College of Arts & Science,pennagaram",Dharmapuri,Tamil Nadu,,,,
2815,3368,Perunthalaivar Kamarajar Government Arts College,Puducherry,Pondicherry,,,,
2816,912,Perunthalaivar Kamarajar Institute of Engineering and Technology,Karaikal,Pondicherry,,,,
2817,3369,Pettigrew College,Ukhrul,Manipur,,,,
2818,915,Pillai College of Engineering,Raigarh,Maharashtra,,,,
2819,4977,Pimpri Chinchwad College ,Pune,Maharashtra,,,,286.0
2820,916,Pimpri Chinchwad College of Engineering,Pune,Maharashtra,,,,
2821,64,Pimpri Chinchwad Education Trust S.B Patil College of Architecture and Design,PUNE,Maharashtra,,,,
2822,917,Pimpri Chinchwad Education Trust`s Pimpri Chinchwad College of Engineering and Research,Pune,Maharashtra,,,,
2823,3371,Pioneer College of Arts and Science,Coimbatore,Tamil Nadu,,,,
2824,3372,Pithapur Rajah's Government College,Kakinada,Andhra Pradesh,,,,
2825,3374,Poddar International College,Jaipur,Rajasthan,,,,
2826,3375,Polba Mahavidyalaya,Chinsurah,West Bengal,,,,
2827,3376,Ponda Education Society Shri Ravi S Naik College of Arts & Science,North Goa,Goa,,,,
2828,4841,Pondicherry Engineering College,Puducherry,Pondicherry,,,,150.0
2829,1864,Pondicherry Institute of Medical Sciences,Kalapet Post,Pondicherry,,,,
2830,5290,Pondicherry University,Puducherry,Pondicherry,,,68.0,
2831,919,Ponjesly College of Engineering,Nagercoil,Tamil Nadu,,,,
2832,920,Ponnaiyah Ramajayam Institute of Science & Technology,Thanjavur,Tamil Nadu,,,,
2833,3377,"Pooloya Thangal Memorial Government College, Perinthalmanna",Malappuram,Kerala,,,,
2834,3378,Poornaprajna College,Udupi,Karnataka,,,,
2835,65,Poornima University,Jaipur,Rajasthan,,,,
2836,3379,Pope`s College,Sawyerpuram,Tamil Nadu,,,,
2837,3380,Post Graduate Government College for Girls,Chandigarh,Chandigarh,,,,
2838,1865,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,,,,
2839,4283,Postgraduate Institute of Dental Sciences,Rohtak,Haryana,,,,
2840,921,Potti Sriramulu College of Engineering & Technology,Krishna,Andhra Pradesh,,,,
2841,3381,Prabhat Kumar College,Contai,West Bengal,,,,
2842,3382,Prafulla Chandra College,Kolkata,West Bengal,,,,
2843,922,Pragati Engineering College,Surampalem,Andhra Pradesh,,,,
2844,3383,Pragjyotish College,Guwahati,Assam,,,,
2845,3384,"Prahladrai Dalmia Lions College of Commerce and Economics, West Mumbai",Mumbai,Maharashtra,,,,
2846,3385,Pramikh Swami Science & H. D. Patel Arts College,Kadi,Gujarat,,,,
2847,923,"Pranveer Singh Institute of Technology, Kanpur",Kanpur,Uttar Pradesh,,,,
2848,4924,Prasad V Potluri Siddhartha Institute,Vijayawada,Andhra Pradesh,,,,233.0
2849,924,Prasad V Potluri Siddhartha Institute of Technology,Vijayawada,Andhra Pradesh,,,,
2850,925,Prathyusha Engineering College,Thiruvallur,Tamil Nadu,,,,
2851,3386,"Pravara Gramin Shikshan Sansthas Arts, Science & Commerce College, Kolhar,Dist.Ahmednagar",Ahmednagar,Maharashtra,,,,
2852,4284,"Pravara Institute of Medical Sciences, Ahmednagar",Ahmednagar,Maharashtra,,,,
2853,3389,"Pravara Rural Education Society?s Arts, Science and Commerece College",Dist. Ahmednagar,Maharashtra,,,,
2854,3387,"Pravara Rural Education Society`s Padmashri Vikhhe Patil College of Arts, Science and Commerce",Pravaranagar,Maharashtra,,,,
2855,3388,"Pravara Rural Education Society`s, Arts, Commerce, Science & Computer Science College, Ashvi Kd",Ashvi Kd,Maharashtra,,,,
2856,926,Pravara Rural Engineering College,Loni,Maharashtra,,,,
2857,3391,Presidency College,Chennai,Tamil Nadu,,,,
2858,927,"Presidency University , Bengaluru",Bengaluru,Karnataka,,,,
2859,928,Prestige Institute of Engineering Management & Research,Indore,Madhya Pradesh,,,,
2860,929,Prince Shri Venkateshwara Padmavathy Engineering College,Kancheepuram,Tamil Nadu,,,,
2861,5089,Principal L N Welingkar Institute of Management Development and Research,,,,,,68.0
