,name,city,state,nirf_rank,ranked,rank,nirfRank
908,Parvathareddy Babulreddy Visvodaya Institute of Technology and Science,Kavali,Andhra Pradesh,,nan,nan,nan
909,Pecific School of Engineering,Surat,Gujarat,,nan,nan,nan
910,Peri Institute of Technology,Kancheepuram,Tamil Nadu,,nan,nan,nan
911,Periyar Manaimmai Institute of Science & Technology (PMIST),Vallam Thanjavur,Tamil Nadu,,nan,nan,nan
912,Perunthalaivar Kamarajar Institute of Engineering and Technology,Karaikal,Pondicherry,,nan,nan,nan
913,"PES Institute of Technology & Management, Shivamoga",Shimoga,Karnataka,,nan,nan,nan
914,PES University,Bengaluru,Karnataka,,nan,nan,nan
915,Pillai College of Engineering,Raigarh,Maharashtra,,nan,nan,nan
916,Pimpri Chinchwad College of Engineering,Pune,Maharashtra,,nan,nan,nan
917,Pimpri Chinchwad Education Trust`s Pimpri Chinchwad College of Engineering and Research,Pune,Maharashtra,,nan,nan,nan
918,Pondicherry Engineering College,Puducherry,Pondicherry,,nan,nan,nan
919,Ponjesly College of Engineering,Nagercoil,Tamil Nadu,,nan,nan,nan
920,Ponnaiyah Ramajayam Institute of Science & Technology,Thanjavur,Tamil Nadu,,nan,nan,nan
921,Potti Sriramulu College of Engineering & Technology,Krishna,Andhra Pradesh,,nan,nan,nan
922,Pragati Engineering College,Surampalem,Andhra Pradesh,,nan,nan,nan
923,"Pranveer Singh Institute of Technology, Kanpur",Kanpur,Uttar Pradesh,,nan,nan,nan
924,Prasad V Potluri Siddhartha Institute of Technology,Vijayawada,Andhra Pradesh,,nan,nan,nan
925,Prathyusha Engineering College,Thiruvallur,Tamil Nadu,,nan,nan,nan
926,Pravara Rural Engineering College,Loni,Maharashtra,,nan,nan,nan
927,"Presidency University , Bengaluru",Bengaluru,Karnataka,,nan,nan,nan
928,Prestige Institute of Engineering Management & Research,Indore,Madhya Pradesh,,nan,nan,nan
929,Prince Shri Venkateshwara Padmavathy Engineering College,Kancheepuram,Tamil Nadu,,nan,nan,nan
930,Priyadarshini Bhagwati College of Engineering,Nagpur,Maharashtra,,nan,nan,nan
931,Priyadarshini Engineering College,Nagpur,Maharashtra,,nan,nan,nan
932,Prof. Ram Meghe College of Engineering & Management,Amravati,Maharashtra,,nan,nan,nan
933,Prof. Ram Meghe Institute of Technology & Research,Badnera Amravati,Maharashtra,,nan,nan,nan
934,Progressive Educational Society`s Modern College of Engineering,Pune,Maharashtra,,nan,nan,nan
935,"Proudadevaraya Institute of Technology, Hospet",Bellary,Karnataka,,nan,nan,nan
936,PSG College of Technology,Coimbatore,Tamil Nadu,,nan,nan,nan
937,PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,,nan,nan,nan
938,PSN COLLEGE OF ENGINEERING AND TECHNOLOGY,Tirunelveli,Tamil Nadu,,nan,nan,nan
939,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu,,nan,nan,nan
940,Pune Vidyarthi Griha's College of Science and Technology,Pune,Maharashtra,,nan,nan,nan
941,"Punjab Engineering College (Deemed to be University), Chandigarh",Chandigarh,Chandigarh,,nan,nan,nan
942,"Punjabi University, Patiala",Patiala,Punjab,,nan,nan,nan
943,QIS College of Engineering & Technology,Ongole,Andhra Pradesh,,nan,nan,nan
944,Quantum University,Roorkee,Uttarakhand,,nan,nan,nan
945,R. M. K. College of Engineering and Technology,Thiruvallur,Tamil Nadu,,nan,nan,nan
946,R. N. S. Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
947,R. R. Institute of Modern Technology,Lucknow,Uttar Pradesh,,nan,nan,nan
948,R. R. Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
949,R. V. R. & J. C. College of Engineering,Guntur,Andhra Pradesh,,nan,nan,nan
950,R.D.Engineering College,Ghaziabad,Uttar Pradesh,,nan,nan,nan
951,R.M.D Engineering College,Thiruvallur,Tamil Nadu,,nan,nan,nan
952,R.M.K. Engineering College,Thiruvallur,Tamil Nadu,,nan,nan,nan
953,R.V. College of Engineering,Bengaluru,Karnataka,,nan,nan,nan
954,"Raajdhani Engineering College (REC), Bhubaneswar",Khordha,Odisha,,nan,nan,nan
955,RAAK College of Engineering and Technology,Pondicherry,Pondicherry,,nan,nan,nan
956,Rabindranath Tagore University,Raisen,Madhya Pradesh,,nan,nan,nan
957,Rafflles University,Neemrana,Rajasthan,,nan,nan,nan
958,Raghu Engineering College,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
959,Raghu Institute Of Technology,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
960,Raj Kumar Goel Institute of Technology,Ghaziabad,Uttar Pradesh,,nan,nan,nan
961,"Raj Kumar Goel Institute of Technology for Women, Ghaziabad",Ghaziabad,Uttar Pradesh,,nan,nan,nan
962,Raja Balwant Singh Engineering Technical Campus,Agra,Uttar Pradesh,,nan,nan,nan
963,Rajadhani Institute of Engineering and Technology,Attingal,Kerala,,nan,nan,nan
964,Rajagiri School of Engineering and Technology (AUTONOMOUS),Ernakulam,Kerala,,nan,nan,nan
965,Rajalakshmi Engineering College,Chennai,Tamil Nadu,,nan,nan,nan
966,Rajalakshmi Institute of Technology,Thiruvallur,Tamil Nadu,,nan,nan,nan
967,RajarejeswriI College of Engineering,Bengaluru,Karnataka,,nan,nan,nan
968,"Rajasthan Technical University, Kota",Kota,Rajasthan,,nan,nan,nan
969,Rajeev Gandhi Memorial College of Engineering & Technology,Nandyal,Andhra Pradesh,,nan,nan,nan
970,Rajendra Mane College of Engineering & Technology,Devrukh,Maharashtra,,nan,nan,nan
971,Rajiv Gandhi College of Engineering and Technology,Puducherry,Pondicherry,,nan,nan,nan
972,"Rajiv Gandhi College of Engineering, Research and Technology",Chandrapur,Maharashtra,,nan,nan,nan
973,Rajiv Gandhi Government Engineering College,Kangra,Himachal Pradesh,,nan,nan,nan
974,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,,nan,nan,nan
975,Rajiv Gandhi Institute of Technology,Kottayam,Kerala,,nan,nan,nan
976,Rajiv Gandhi Proudyogiki Vishwavidyalaya,Bhopal,Madhya Pradesh,,nan,nan,nan
977,Rajiv Gandhi University of Knowledge Technologies,Nuzvid,Andhra Pradesh,,nan,nan,nan
978,Rajkiya Engineering College Banda,Banda,Uttar Pradesh,,nan,nan,nan
979,"Rajkiya Engineering College, Ambedkar Nagar",Ambedkar Nagar,Uttar Pradesh,,nan,nan,nan
980,"Rajkiya Engineering College, Azamgarh",Azamgarh,Uttar Pradesh,,nan,nan,nan
981,"Rajkiya Engineering College, Kannauj",Kannauj,Uttar Pradesh,,nan,nan,nan
982,"Rajkiya engineering college, sonbhadra",sonbhadra,Uttar Pradesh,,nan,nan,nan
983,Rajshree Institute of Management & Technology,Bareilly,Uttar Pradesh,,nan,nan,nan
984,Ramachandra College of Engineering,Eluru,Andhra Pradesh,,nan,nan,nan
985,Ramco Institute of Technology,Virudhunagar,Tamil Nadu,,nan,nan,nan
986,"Ramgovind Institute of Technology, Koderma",Koderma,Jharkhand,,nan,nan,nan
987,Rami Reddy Subbarami Reddy Engineering College,Sri Potti Sriramulu Nellore,Andhra Pradesh,,nan,nan,nan
988,Ramrao Adik Institute of Technology,Navi Mumbai,Maharashtra,,nan,nan,nan
989,Rao Bahaddur Y Mahabaleshwarappa Engineering College,Ballari,Karnataka,,nan,nan,nan
990,Rathinam Technical Campus,Coimbatore,Tamil Nadu,,nan,nan,nan
991,Ravindra College of Engineering for Women,Kurnool,Andhra Pradesh,,nan,nan,nan
992,Rayat Bahra University,Sahibzada Ajit Singh Nagar,Punjab,,nan,nan,nan
993,RCC Institute of Information Technology,Kolkata,West Bengal,,nan,nan,nan
994,Regent Education & Research Foundation Group of Institutions,Kolkata,West Bengal,,nan,nan,nan
995,Reva University,Bengaluru,Karnataka,,nan,nan,nan
996,Rewa Engineering College,Rewa,Madhya Pradesh,,nan,nan,nan
997,RGUKT- RK Valley,Vempalli,Andhra Pradesh,,nan,nan,nan
998,RIMT University,Mandi Gobindgarh,Punjab,,nan,nan,nan
999,Rishi M.S. Institute of Engineering & Technology for Women,Hyderabad,Telangana,,nan,nan,nan
1000,RNB Global University,Bikaner,Rajasthan,,nan,nan,nan
1001,Roever Engineering College,Elambalur,Tamil Nadu,,nan,nan,nan
1002,Rohini College of Engineering And Technology,Kanyakumari,Tamil Nadu,,nan,nan,nan
1003,Roorkee College of Engineering,Roorkee,Uttarakhand,,nan,nan,nan
1004,Roorkee Institute of Technology,Roorkee,Uttarakhand,,nan,nan,nan
1005,RSR Rungta College of Engineering & Technology Bhilai.,Durg,Chhattisgarh,,nan,nan,nan
1006,RTC Institute of Technology,Ranchi,Jharkhand,,nan,nan,nan
1007,Rungta College of Engineering & Technology,Bhilai,Chhattisgarh,,nan,nan,nan
1008,Rustamji Institute of Technology,Tekanpur,Madhya Pradesh,,nan,nan,nan
1009,RVS College of Engineering and Technology,Coimbatore,Tamil Nadu,,nan,nan,nan
1010,RVS Educational Trust`s Group of Institutions,Coimbatore,Tamil Nadu,,nan,nan,nan
1011,S J C Institute of Technology,Chickballapur,Karnataka,,nan,nan,nan
1012,S. A. Engineering College,Thiruvallur,Tamil Nadu,,nan,nan,nan
1013,S. B. Jain Institute of Technology Management and Research,Nagpur,Maharashtra,,nan,nan,nan
1014,S. B. Patil College of Engineering,Indapur,Maharashtra,,nan,nan,nan
1015,S. D. M. College of Engineering & Technology,Dharwad,Karnataka,,nan,nan,nan
1016,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,,nan,nan,nan
1017,"Sacred Heart Institute of Management and Technology, Sitapur",SITAPUR,Uttar Pradesh,,nan,nan,nan
1018,Sagar Institute of Research & Technology,Bhopal,Madhya Pradesh,,nan,nan,nan
1019,Sagar Institute of Research & Technology Excellence,Bhopal,Madhya Pradesh,,nan,nan,nan
1020,Sagar Institute of Science & Technology,Bhopal,Madhya Pradesh,,nan,nan,nan
1021,Sagar Institute of Science Technology & Research (SISTEC-R),Bhopal,Madhya Pradesh,,nan,nan,nan
1022,Sagar Institute of Technology and Management,Barabanki,Uttar Pradesh,,nan,nan,nan
1023,"SAGE University, Indore",Indore,Madhya Pradesh,,nan,nan,nan
1024,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,,nan,nan,nan
1025,"Sahakar Maharshi Shankarrao Mohite Patil Institute of Technology and Research, Shankarnagar",Akluj,Maharashtra,,nan,nan,nan
1026,Sahrdaya College of Engineering & Technology,Kodakara,Kerala,,nan,nan,nan
1027,Sahyadri College of Engineering & Management,Mangaluru,Karnataka,,nan,nan,nan
1028,Sai Rajeswari Institute of Technology,Proddatur,Andhra Pradesh,,nan,nan,nan
1029,Sai Vidya Institute of Technology,Bengaluru,Karnataka,,nan,nan,nan
1030,Saintgits College of Engineering,Kottayam,Kerala,,nan,nan,nan
1031,SAL Institute of Technology & Engineering Research,Ahmedabad,Gujarat,,nan,nan,nan
1032,"Samrat Ashok Technological Institute, Vidisha",Vidisha,Madhya Pradesh,,nan,nan,nan
1033,Sandip Foundation's Sandip Institute of Engineering and Management,Nashik,Maharashtra,,nan,nan,nan
1034,Sanjivani Rural Education Society`s College of Engineering,Kopargaon,Maharashtra,,nan,nan,nan
1035,"Sankalchand Patel University, Visnagar",Visnagar,Gujarat,,nan,nan,nan
1036,Sanketika Vidya Parishad Engineering College,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
1037,Sanskar College of Engineering & Technology,Ghaziabad,Uttar Pradesh,,nan,nan,nan
1038,Sanskrithi School of Engineering,Puttaparthi,Andhra Pradesh,,nan,nan,nan
1039,Sanskriti University,MATHURA,Uttar Pradesh,,nan,nan,nan
1040,"Sant Gajanan Maharaj College of Engineering, Kolhapur",Mahagaon,Maharashtra,,nan,nan,nan
1041,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,,nan,nan,nan
1042,Santhiram Engineering College,Nandyal,Andhra Pradesh,,nan,nan,nan
1043,Saranathan College of Engineering,Tiruchirappalli,Tamil Nadu,,nan,nan,nan
1044,Saraswati Education Society`s Saraswati College of Engineering,Navi Mumbai,Maharashtra,,nan,nan,nan
1045,"Saraswati Higher Education and Technical College of Engineering, Varanasi",VARANASI,Uttar Pradesh,,nan,nan,nan
1046,Sardar Patel College of Engineering,Mumbai,Maharashtra,,nan,nan,nan
1047,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,,nan,nan,nan
1048,Sarvajanik College of Engineering & Technology,Surat,Gujarat,,nan,nan,nan
1049,Sasi Institute of Technology & Engineering,Tadepalligudem,Andhra Pradesh,,nan,nan,nan
1050,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,,nan,nan,nan
1051,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,,nan,nan,nan
1052,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,,nan,nan,nan
1053,SCAD College of Engineering and Technology,Cheranmahadevi,Tamil Nadu,,nan,nan,nan
1054,Scholar's Institute Of Technology & Management,Guwahati,Assam,,nan,nan,nan
1055,School of Engineering and Technology,Soldha,Haryana,,nan,nan,nan
1056,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,,nan,nan,nan
1057,Scient Institute of Technology,Hyderabad,Telangana,,nan,nan,nan
1058,SCMS School of Engineering & Technology,Cochin,Kerala,,nan,nan,nan
1059,Scope College of Engineering,Bhopal,Madhya Pradesh,,nan,nan,nan
1060,SCTR's Pune Institute of Computer Technology,Pune,Maharashtra,,nan,nan,nan
1061,SDM Institute of Technology,Ujire,Karnataka,,nan,nan,nan
1062,"SEA College of Engineering & Technology, Bangalore",Bangalore,Karnataka,,nan,nan,nan
1063,Seacom Engineering College,Haora,West Bengal,,nan,nan,nan
1064,Selvam College of Technology,Namakkal,Tamil Nadu,,nan,nan,nan
1065,Sengunthar College of Engineering,Tiruchengode,Tamil Nadu,,nan,nan,nan
1066,Sengunthar Engineering College,Tiruchengode,Tamil Nadu,,nan,nan,nan
1067,"SES`S R.C. Patel Institute of Technology, Shirpur",Shirpur,Maharashtra,,nan,nan,nan
1068,Seth Jai Parkash Mukand Lal Institute of Engineering & Technology,Yamunanagar,Haryana,,nan,nan,nan
1069,"Seth Vishambhar Nath Institute of Engineering & Technology, Barabanki",Bara Banki,Uttar Pradesh,,nan,nan,nan
1070,Sethu Institute of Technology,Virudhunagar,Tamil Nadu,,nan,nan,nan
1071,SF's Sandip Institute of Technology and Research Centre,Mahiravani,Maharashtra,,nan,nan,nan
1072,Shadan College of Engineering & Technology,Hyderabad,Telangana,,nan,nan,nan
1073,Shah And Anchor Kutchhi Engineering College,Mumbai Suburban,Maharashtra,,nan,nan,nan
1074,Shaheed Bhagat Singh State University,Firozepur,Punjab,,nan,nan,nan
1075,"Shambhunath Institute of Engineering and Technology , Allahabad",PRAYAGRAJ,Uttar Pradesh,,nan,nan,nan
1076,Shanmuganathan Engineering College,Pudukkottai,Tamil Nadu,,nan,nan,nan
1077,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,,nan,nan,nan
1078,Shantilal Shah Engineering College,Bhavnagar,Gujarat,,nan,nan,nan
1079,Sharad Institute of Technology College of Engineering,Kolhapur,Maharashtra,,nan,nan,nan
1080,Sharda University,Greater Noida,Uttar Pradesh,,nan,nan,nan
1081,Sharnbasva University,Kalaburagi,Karnataka,,nan,nan,nan
1082,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,,nan,nan,nan
1083,Shree Chanakya Education Societys Indira College,Pune,Maharashtra,,nan,nan,nan
1084,Shree Rama Educational Society Group of Institutions,Tirupati,Andhra Pradesh,,nan,nan,nan
1085,Shree Ramchandra College of Enginnering,Pune,Maharashtra,,nan,nan,nan
1086,Shree Swami Atmanand Saraswati Institute of Technology,Surat,Gujarat,,nan,nan,nan
1087,Shree Venkateshwara Hi-Tech Engineering College,Erode,Tamil Nadu,,nan,nan,nan
1088,Shreeyash Pratishthan`s Shreeyash College of Engineering and Technology,Aurangabad,Maharashtra,,nan,nan,nan
1089,"Shri Ambabai Talim Sanstha's Sanjay Bhokre Group of Institutes, Miraj",Sangli,Maharashtra,,nan,nan,nan
1090,Shri Balasaheb Mane Shikshan Prasarak Mandal Ambap`s Ashokrao Mane Group of Institutions,Kolhapur,Maharashtra,,nan,nan,nan
1091,Shri G. S. Institute of Technology & Science,Indore,Madhya Pradesh,,nan,nan,nan
1092,Shri Guru Gobind Singhji Institute of Engineering and Technology,Nanded,Maharashtra,,nan,nan,nan
1093,Shri Labhubhai Trivedi Institute of Engineering and Technology,Rajkot,Gujarat,,nan,nan,nan
1094,Shri Madhwa Vadiraja Institute of Technology and Management,Bantakal,Karnataka,,nan,nan,nan
1095,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,,nan,nan,nan
1096,Shri Neminath Jain Brahmacharyashramas College of Engineering,Chandwad,Maharashtra,,nan,nan,nan
1097,Shri Ram Institute of Technology,Jabalpur,Madhya Pradesh,,nan,nan,nan
1098,Shri Ram Murti Smarak College of Engineering & Technology,Bareilly,Uttar Pradesh,,nan,nan,nan
1099,"Shri Ram Murti Smarak College of Engineering Technology & Research, Bareilly",Bareilly,Uttar Pradesh,,nan,nan,nan
1100,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,,nan,nan,nan
1101,Shri Ramswaroop Memorial College of Engineering & Management,Lucknow,Uttar Pradesh,,nan,nan,nan
1102,"Shri Sant Gajanan Maharaj Engineering College, Shegaon.",Shegaon,Maharashtra,,nan,nan,nan
1103,Shri Shankaracharya Institute of Professional Management & Technology,Raipur,Chhattisgarh,,nan,nan,nan
1104,Shri Shankaracharya Technical Campus,Bhilai,Chhattisgarh,,nan,nan,nan
1105,"Shri Shivaji Vidya Prasarak Sanstha`s Late Bapusahed Shivajirao Deore College of Engineering, Dhule",Dhule,Maharashtra,,nan,nan,nan
1106,Shri Vaishnav Vidyapeeth Vishwavidyalaya,Indore,Madhya Pradesh,,nan,nan,nan
1107,Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra,,nan,nan,nan
1108,Shri Vishnu Engineering College for Women,Bhimavaram,Andhra Pradesh,,nan,nan,nan
1109,Shrinathji Institute of Technology & Engineering,Nathdwara,Rajasthan,,nan,nan,nan
1110,Shroff S. R. Rotary Institute of Chemical Technology,Valia,Gujarat,,nan,nan,nan
1111,Siddaganga Institute of Technology,Tumkur,Karnataka,,nan,nan,nan
1112,Siddartha Educational Academy Group of Institutions (Integrated Campus),Tirupathi,Andhra Pradesh,,nan,nan,nan
1113,Siddartha Institute of Science and Technology,Puttur,Andhra Pradesh,,nan,nan,nan
1114,Siddharth Institute of Engineering & Technology,Puttur,Andhra Pradesh,,nan,nan,nan
1115,Siddhartha Institute of Engineering & Technology,Rangareddy,Telangana,,nan,nan,nan
1116,Siddhartha Institute of Technology & Science,Hyderabad,Telangana,,nan,nan,nan
1117,Siddhivinayak Technical Campus,Shegaon,Maharashtra,,nan,nan,nan
1118,SIES Graduate School of Technology,Navi Mumbai,Maharashtra,,nan,nan,nan
1119,Sikkim Manipal Institute of Technology (SMIT),Rangpo,Sikkim,,nan,nan,nan
1120,Siksha `O` Anusandhan,Bhubaneswar,Odisha,,nan,nan,nan
1121,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,,nan,nan,nan
1122,"Surendra Institute of Engineering and Management, Siliguri",Siliguri,West bengal,,nan,nan,nan
1123,Siliguri Institute Of Technology,Siliguri,West bengal,,nan,nan,nan
1124,Sinhgad Academy of Engineering,Pune,Maharashtra,,nan,nan,nan
1125,Sinhgad College of Engineering,Pune,Maharashtra,,nan,nan,nan
1126,Sinhgad Technical Education Society`s Sinhgad Institute of Technology,Pune,Maharashtra,,nan,nan,nan
1127,Sinhgad Technical Education Society`s Sinhgad Institute of Technology & Science,Pune,Maharashtra,,nan,nan,nan
1128,Sinhgad Technical Education Society`s SKN Sinhgad Institute of Technology and Science,Pune,Maharashtra,,nan,nan,nan
1129,"Sipna College of Engineering and Technology, Amravati",Amravati,Maharashtra,,nan,nan,nan
1130,Sir C R Reddy College of Engineering,Eluru,Andhra Pradesh,,nan,nan,nan
1131,Sir C. V. Raman Institute of Technology & Sciences,Tadipatri,Andhra Pradesh,,nan,nan,nan
1132,"Sir M Visvesvaraya Institute of Technology, Bangalore",Bengaluru,Karnataka,,nan,nan,nan
1133,Sir Padmapat Singhania University,Udaipur,Rajasthan,,nan,nan,nan
