name,city,state,nirfRank,rank
Babu Jagjivan Ram Government Degree College,Hyderabad,Telangana,nan,nan
Badruka College PG Centre,Hyderabad,Telangana,nan,nan
Badruka College of Commerce And Arts(Day),Hyderabad,Telangana,nan,nan
"Baghmara College, Dhanbad",Dhanbad,Jharkhand,nan,nan
Baharagora College,BAHARAGORA,Jharkhand,nan,nan
Bahauddin Government Arts College,Dist. Junagadh,Gujarat,nan,nan
Bahauddin Government Science College,Dist. Junagadh,Gujarat,nan,nan
Bahirji Smarak Mahavidyalaya,Hingoli,Maharashtra,nan,nan
Bahona College,Jorhat,Assam,nan,nan
Bahra University,Solan,Himachal Pradesh,nan,nan
Balagarh B.K. Mahavidyalaya,JIRAT,West Bengal,nan,nan
Balaji Institute Of International Business (BIIB),Pune,Maharashtra,nan,nan
Balaji Institute Of Modern Management (BIMM),Pune,Maharashtra,nan,nan
Balaji Institute of I. T. & Management,Kadapa,Andhra Pradesh,nan,nan
Balaji Institute of Management and HRD,Pune,Maharashtra,nan,nan
Balaji Institute of Technology & Science,Warangal (Rural),Telangana,nan,nan
Balasaheb Desai College,Satara,Maharashtra,nan,nan
"Balbhim College of Arts, Science & Commerce",Beed,Maharashtra,nan,nan
Baldeo Das Santlal Mahila College,East Singhbhum,Jharkhand,nan,nan
"Baliram Patil Mahavidyalaya, Kinwat",Nanded-Waghala,Maharashtra,nan,nan
Ballari Institute of Technology & Management,Bellary,Karnataka,nan,nan
"Balvant College, Vita",Vita,Maharashtra,nan,nan
Banaras Hindu University,Varanasi,Uttar Pradesh,nan,6
Banaras Hindu University,nan,nan,5,nan
Banaras Hindu University ,Varanasi,Uttar Pradesh,nan,nan
Banaras Institute of Teacher`s Education,Varanasi,Uttar Pradesh,nan,nan
Banarsidas Chandiwala Institute of Professional Studies,New Delhi,Delhi,nan,nan
Banasthali Vidyapith,Banasthali,Rajasthan,nan,49
Bangabasi Evening College,Kolkata,West Bengal,nan,nan
Bangabasi Morning College,KOLKATA,West Bengal,nan,nan
Bangal,Bangalore,Karnataka,202,nan
"Bangalore Institute of Technology, Bangalore",Bangalore,Karnataka,nan,nan
Bangalore University,Bangalore,Karnataka,nan,64
Bankim Sardar College,Na,West Bengal,nan,nan
Bankura University,Bankura,West Bengal,nan,nan
Bankura Zilla Saradamani Mahila Mahavidyapith,Bankura,West Bengal,nan,nan
"Bansal Institute of Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh,nan,nan
Bansal Institute of Science & Technology,Bhopal,Madhya Pradesh,nan,nan
Baosi Banikanta Kakoti College,Barpeta,Assam,nan,nan
Bapatla Engineering College,Bapatla,Andhra Pradesh,nan,nan
Bapatla Women`s Engineering College,Bapatla,Andhra Pradesh,nan,nan
Bapuji Dental College & Hospital,Davangere,Karnataka,nan,nan
Bapuji Institute of Engineering & Technology,Davangere,Karnataka,nan,nan
"Bapuraoji Butle Arts, Narayanrao Bhat Commerce and Bapusaheb Patil Science College, Digras",Digras,Maharashtra,nan,nan
Barasat Government College,North Twenty Four Parganas,West Bengal,nan,nan
"Barkatullah University, Bhopal",Bhopal,Madhya Pradesh,nan,nan
Barpeta Road Howli College,Howli,Assam,nan,nan
Barrackpore Rastraguru Surendranath College,Barrackpore,West Bengal,nan,nan
"Baruneswar Mohavidyalaya, Arei, Jajpur",Jajapur,Odisha,nan,nan
Basanti Devi College,Kolkata,West Bengal,nan,nan
Basaveshwar Engin,Bagalkot,Karnataka,256,nan
Basaveshwar Engineering College,Bagalkot,Karnataka,nan,nan
"Baselius College, Kottayam",Kottayam,Kerala,nan,nan
"Baselius Poulose II Catholicose College, Piravam",Ernakulam,Kerala,nan,nan
"Beant College Of Engineering & Technology,Gurdaspur",Gurdaspur,Punjab,nan,nan
Bejoy Narayan Mahavidyalaya,ITACHUNA KHANYAN,West Bengal,nan,nan
Belda College,Kharagpur,West Bengal,nan,nan
Bengal College of Engineering & Technology,Durgapur,West Bengal,nan,nan
Bengal Institute of Technology,Kolkata,West Bengal,nan,nan
Berhampore Girls College,Murshidabad,West Bengal,nan,nan
"Besant Evening College, Mangalore",Dakshina Kannada,Karnataka,nan,nan
Besant Women`s College,Mangaluru,Karnataka,nan,nan
Bethune College,Kolkata,West Bengal,nan,nan
Bhagalpur College of Engineering,Bhagalpur,Bihar,nan,nan
Bhagwan Parshuram Institute of Technology,Delhi,Delhi,nan,nan
"Bhagwanbaba Arts, Commerce College, Lonar",Lonar,Maharashtra,nan,nan
Bhairab Ganguly College,Kolkata,West Bengal,nan,nan
Bhakthavatchalam Memorial College,Chennai,Tamil Nadu,nan,nan
Bhandarkr's Arts & Science College,Udupi,Karnataka,nan,nan
Bharat Friends Associations Bharat College Arts & Commerce Badlapur Dist Thane,Badlapur,Maharashtra,nan,nan
Bharat Institute of Engineering & Technology,Hyderabad,Telangana,nan,nan
"Bharat Shikshan Sansthas College of Arts, Makni",Osmanabad,Maharashtra,nan,nan
"Bharata Matha College, Thrikkakara",Ernakulam,Kerala,nan,nan
Bharatesh Education Trust'S Global Business School,Belgaum,Karnataka,nan,nan
Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,nan,62
Bharathi Womens College,Chennai,Tamil Nadu,nan,nan
Bharathiar Palkalaikoodam,PUDUCHERRY,Pondicherry,nan,nan
Bharathiar University,Coimbatore,Tamil Nadu,nan,15
Bharathiar University ,Coimbatore,Tamil Nadu,nan,nan
Bharathiar University Arts and Science College,Erode,Tamil Nadu,nan,nan
Bharathidasan College of Arts and Science,Erode,Tamil Nadu,nan,nan
Bharathidasan Government College for Women,Puducherry,Pondicherry,nan,nan
Bharathidasan Institute of Management,nan,nan,83,nan
Bharathidasan Institute of Management,Tiruchirappalli,Tamil Nadu,nan,nan
Bharathidasan University,Tiruchirappalli,Tamil Nadu,nan,57
Bharathiyar Arts & Science College (W),Salem,Tamil Nadu,nan,nan
Bharati College,West,Delhi,nan,nan
Bharati Vidyapeeth,Pune,Maharashtra,nan,76
"Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Navi Mumbai",Navi Mumbai,Maharashtra,nan,nan
"Bharati Vidyapeeth (Deemed to be University) Dental College and Hospital, Pune",Pune,Maharashtra,nan,nan
"Bharati Vidyapeeth (Deemed to be University) Medical College, Pune",Pune,Maharashtra,nan,nan
"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Navi Mumbai,Maharashtra,nan,nan
Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,131,nan
Bharati Vidyapeeth Deemed University Medical College & Hospital Sangli,Sangli,Maharashtra,nan,nan
"Bharati Vidyapeeth Deemed University New Law College, Pune",Pune,Maharashtra,nan,nan
Bharati Vidyapeeth Dental College & Hospital,Sangli,Maharashtra,nan,nan
Bharati Vidyapeeth Institute of Management,Kolhapur,Maharashtra,nan,nan
Bharati Vidyapeeth Institute of Management and Research,New Delhi,Delhi,nan,nan
"Bharati Vidyapeeth Matoshri Bayabai Shripatrao Kadam Kanya Mahavidyalaya, Kadegaon",Sangli,Maharashtra,nan,nan
Bharati Vidyapeeth?s College of Architecture,Pune,Maharashtra,nan,nan
Bharati Vidyapeeth?s Institute of Management and Entrepreneurship Development,Pune,Maharashtra,nan,nan
"Bharati Vidyapeeth`s Abhijit Kadam Institute of Management and Social Sciences, Solapur",Solapur,Maharashtra,nan,nan
Bharati Vidyapeeth`s College of Architecture,Navi Mumbai,Maharashtra,nan,nan
Bharati Vidyapeeth`s College of Engineering,Pune,Maharashtra,nan,nan
Bharati Vidyapeeth`s College of Engineering,Kolhapur,Maharashtra,nan,nan
Bharati Vidyapeeth`s College of Engineering,New Delhi,Delhi,nan,nan
Bharati Vidyapeeth`s College of Engineering for Women,Pune,Maharashtra,nan,nan
Bharati Vidyapeeth`s College of Fine Arts,Pune,Maharashtra,nan,nan
Bharati Vidyapeeth`s Institute of Management Studies & Research,Navi Mumbai,Maharashtra,nan,nan
"Bharatiya Rashtriya Shikshan Sanstha`s Shankarrao Jawale Patil, Arts, Science & Commerce College, Lohara",Lohara,Maharashtra,nan,nan
Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,167,nan
"Bharatiya Vidya Bhavans Hazarimal Somani College of Arts and Science Jayaramdas Patel College of Commerce and Management Studies, Chowpatty",Mumbai,Maharashtra,nan,nan
"Bharti Vidyapeeth`s Dr. Patangarao Kadam Mahavidyalaya, Sangli",Sangli,Maharashtra,nan,nan
Bhaskara Degree College,Parvathipuram,Andhra Pradesh,nan,nan
Bhaskaracharya College of Applied Sciences,New Delhi,Delhi,nan,nan
Bhatter College,Paschim Medinipur,West Bengal,nan,nan
Bhavan's R. A. College of Arts & Commerce,Ahmedabad,Gujarat,nan,nan
"Bhavans Vivekananda College of Science, Humanities and Commerce",SECUNDERABAD,Telangana,nan,nan
Bhawabhuti Mahavidyalaya,Gondia,Maharashtra,nan,nan
Bheema Institute of Technology and Science,Adoni,Andhra Pradesh,nan,nan
Bheemireddy Institute of Management Science,Adoni,Andhra Pradesh,nan,nan
"Bherulal Patider Government P.G. College, Mhow",Mhow,Madhya Pradesh,nan,nan
Bhilai Institute of Technology,Durg,Chhattisgarh,nan,nan
Bhim Rao Ambedkar College,North East,Delhi,nan,nan
Bhojia Dental College & Hospital,Baddi,Himachal Pradesh,nan,nan
Bhubaneswar College of Engineering,Damanabhuin,Odisha,nan,nan
Bidhan Chandra College,Hooghly,West Bengal,nan,nan
Bijni College,Bijni,Assam,nan,nan
Bijoy krishna Girls' College,Howrah,West Bengal,nan,nan
Bir Bikram Memorial College,Agartala,Tripura,nan,nan
Birjhora Mahavidyalaya,Bongaigaon,Assam,nan,nan
Birla Global University,Bhubaneswar,Odisha,nan,nan
Birla Institute of Management Technology,nan,nan,56,nan
Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,nan,nan
Birla Institute of Technology,Ranchi,Jharkhand,nan,99
Birla Institute of Technology,nan,nan,78,nan
Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,nan,18
Birla Institute of Technology & Science -Pilani ,Pilani,Rajasthan,nan,nan
Birla Vishvakarma Mahavidyalaya,Vallabh Vidyanagar,Gujarat,nan,nan
"Bishop Abraham Memorial College, Thuruthicaud",Pathanamthitta,Kerala,nan,nan
Bishop Ambrose College,Coimbatore,Tamil Nadu,nan,nan
Bishop Appasamy College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
Bishop Heber College,Tiruchirappalli,Tamil Nadu,nan,nan
"Bishop Kurialacherry College For Women, Amalagiri P.O Kottayam",Kottayam,Kerala,nan,nan
"Bishop Moore College, Mavelikkara, Alappuzha",Alappuzha,Kerala,nan,nan
Bolpur College,Bolpur,West Bengal,nan,nan
Bon Secours College for Women,Thanjavur,Tamil Nadu,nan,nan
Bonam Venkata Chalamaiah Institute of Technology and Science,Bhatlapalem,Andhra Pradesh,nan,nan
Bonam Venkata Chalamayya Engineering College,Odalarevu,Andhra Pradesh,nan,nan
Borhat B.P.B.College,BORHAT,Assam,nan,nan
Brahmdevdada Mane Institute of Technology,Belati,Maharashtra,nan,nan
Brainware University,Kolkata,West Bengal,nan,nan
Buddha Institute of Technology,Gorakhpur,Uttar Pradesh,nan,nan
Budge Budge Institute of Technology,Kolkata,West Bengal,nan,nan
Builders Engineering College,Kangeyam,Tamil Nadu,nan,nan
Bundelkhand Institute of Engineering & Technology,JHANSI,Uttar Pradesh,nan,nan
Bundelkhand University,Jhansi,Uttar Pradesh,nan,nan
Bunts Sanghas S M Shetty College of Science Commerce and Management Studies,Mumbai,Maharashtra,nan,nan
Burdwan Medical College and Hospital,Burdwan,West Bengal,nan,nan
Burdwan Raj College,Burdwan,West Bengal,nan,nan
"Burhani College of Commerce & Arts, Mumbai",MUMBAI,Maharashtra,nan,nan
C K College of Engineering & Technology (Formerly Sri Jayaram Engineering College),Cuddalore,Tamil Nadu,nan,nan
C K Shah Vijapurwala Institute of Management,Vadodara,Gujarat,nan,nan
C M R Institute of Technology,Bengaluru,Karnataka,180,nan
C. Abdul Hakeem College of Engineering & Technology,Melvisharam,Tamil Nadu,nan,nan
C. G. Bhaktha Institute of Biotechnology,Tarsadi,Gujarat,nan,nan
C. H. M. E. Society`s Dr. Moonje Institute of Management & Computer Studies,Nashik,Maharashtra,nan,nan
C. M. College,Darbhanga,Bihar,nan,nan
C. N. Law College,RANCHI,Jharkhand,nan,nan
C. P. A. College,Theni,Tamil Nadu,nan,nan
C. S. T. S. Government Kalasala,Jangareddigudem,Andhra Pradesh,nan,nan
C. U. Shah University,Wadhwan City,Gujarat,nan,nan
C.A.R.E School of Architecture (New),TRICHY,Tamil Nadu,nan,nan
C.Abdul Hakeem College,Melvisharam,Tamil Nadu,nan,nan
C.K.B. Commerce College,Jorhat,Assam,nan,nan
C.K.Pithawaka College of Engineering & Technology,Surat,Gujarat,nan,nan
C.M.P. Degree College,Prayagraj,Uttar Pradesh,nan,nan
C.P. Patel & F.H. Shah Commerce College,Anand,Gujarat,nan,nan
"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,98,nan
CARE College of Engineering,Tiruchirappalli,Tamil Nadu,nan,nan
CBM College,Coimbatore,Tamil Nadu,nan,nan
CH.V.P.M.R. Government Degree College,West Godavari,Andhra Pradesh,nan,nan
"CHAS College, Chas",Bokaro,Jharkhand,nan,nan
CMR College of Engineerin,Hyderabad,Telangana,206,nan
CMR College of Engineering & Technology,Hyderabad,Telangana,nan,nan
CMR Engin,Rangareddy,Telangana,257,nan
CMR Engineering College,Rangareddy,Telangana,nan,nan
CMR Institute,Hyderabad,Telangana,207,nan
CMR Institute of Technology,Hyderabad,Telangana,nan,nan
CMR Te,Hyderabad,Telangana,208,nan
CMR Technical Campus,Hyderabad,Telangana,nan,nan
CMS College Kottayam,Kottayam,Kerala,nan,nan
CMS College of Science and Commerce,Coimbatore,Tamil Nadu,nan,nan
COLLEGE OF MANAGEMENT STUDIES,KANPUR,Uttar Pradesh,nan,nan
CSMSS Chh. Shahu College of Engineering,Aurangabad,Maharashtra,nan,nan
"CSSR & SRRM Degree College, Kamalapuram",Kamalapuram,Andhra Pradesh,nan,nan
CT Institute of Architecture and Planning,Jalandhar,Punjab,nan,nan
"CT Institute of Engineering Management and Technology, Shahpur",Jalandhar,Punjab,nan,nan
CT Institute of Management and IT,Jalandhar,Punjab,nan,nan
CVR College of Engineering,Ibrahimpatan,Telangana,170,nan
Calcutta Girls College,Kolkata,West Bengal,nan,nan
Calcutta Institute of Engineering and Management,Kolkata,West Bengal,nan,nan
Calcutta Institute of Technology,Uluberia,West Bengal,nan,nan
Calcutta National Medical College and Hospital,Kolkata,West Bengal,nan,nan
Calcutta University,Kolkata,West Bengal,nan,8
Calcutta University ,Kolkata,West Bengal,nan,nan
"Calicut University, Thenhipalem",Malappuram,Kerala,nan,69
Cambridge Institute of Technology,Bengaluru,Karnataka,nan,nan
Cambridge Institute of Technology,Ranchi,Jharkhand,nan,nan
Canara College,Dakshina Kannada,Karnataka,nan,nan
Canara Engineering College,Mangaluru,Karnataka,nan,nan
"Canara Welfare Trust, Divekar B.C.A. College",KARWAR,Karnataka,nan,nan
Capital Engineering College (CEC),Bhubaneswar,Odisha,nan,nan
Career College,Bhopal,Madhya Pradesh,nan,nan
Career Law College,Bhopal,Madhya Pradesh,nan,nan
Career Point University,Hamirpur,Himachal Pradesh,nan,nan
"Carmel College, Mala",Thrissur,Kerala,nan,nan
Catholicate College,Pathanamthitta,Kerala,nan,nan
Caussanel College of Arts and Science,Ramanathapuram,Tamil Nadu,nan,nan
Cauvery College,Kodagu,Karnataka,nan,nan
"Cauvery College for Women, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,nan,nan
Central Institute of Business Management Research & Development,Nagpur,Maharashtra,nan,nan
"Central Institute of Plastics Engineering & Technology, Ahmadabad",Ahmadabad,Gujarat,nan,nan
"Central Institute of Plastics Engineering & Technology, Lucknow",Lucknow,Uttar Pradesh,nan,nan
"Central Institute of Plastics Engineering and Technology, Chennai",Chennai,Tamil Nadu,nan,nan
Central Institute of Psychiatry,Ranchi,Jharkhand,nan,nan
Central Institute of Technology,Kokrajhar,Assam,nan,nan
Central University of Haryana,Mahendergarh,Haryana,nan,nan
Central University of Jammu,Jammu,Jammu and Kashmir,nan,nan
Central University of Kashmir,Ganderbal,Jammu and Kashmir,nan,nan
Central University of Orissa,Koraput,Odisha,nan,nan
Central University of Punjab,Bathinda,Punjab,nan,81
Central University of Tamil Nadu,Tiruvarur,Tamil Nadu,nan,85
Centre for Management Studies,Dibrugarh,Assam,nan,nan
"Centre for Studies In Rural Management, Gujarat Vidyapith",Randheja,Gujarat,nan,nan
Centurion University of Technology ,Paralakhemundi,Odisha,205,nan
Centurion University of Technology and Management,Paralakhemundi,Odisha,nan,nan
Ch. Devi Lal State Institute of Engineering,Sirsa,Haryana,nan,nan
"Ch.S.D.St.Theresa's College for Women (A), Eluru",Eluru,Andhra Pradesh,nan,nan
Chadalawada Ramanamma Engineering College,Tirupati,Andhra Pradesh,nan,nan
Chaitanya (Deemed to be University),Warangal,Telangana,nan,nan
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,166,nan
Chaitanya Bharathi Institute of Technology,Proddatur,Andhra Pradesh,nan,nan
Chaitanya Degree College,Gannavaram,Andhra Pradesh,nan,nan
Chaitanya Degree College for Women,Visakhapatnam,Andhra Pradesh,nan,nan
Chalapathi Institute of Engineering and Technology,Guntur,Andhra Pradesh,nan,nan
"Chalmeda Ananda Rao Institute of Medical Sciences, Karimnagar",Karimnagar,Telangana,nan,nan
Chaman Lal Mahavidhyalya,Roorkee,Uttarakhand,nan,nan
"Chanakya Education Societys Indira College of Commerce & Science, Pune",Pune,Maharashtra,nan,nan
Chanakya National Law University,Patna,Bihar,nan,nan
Chandernagore College,Hugli,West Bengal,nan,nan
Chandidas Mahavidyalaya,Bolpur,West Bengal,nan,nan
"Chandigarh Business school of Administration, Landran",Sahibzada Ajit Singh Nagar,Punjab,nan,nan
Chandigarh College of Engineering & Technology,Chandigarh,Chandigarh,nan,nan
Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,139,nan
Chandigarh Engineering College Jhanjeri,Sahibzada Ajit Singh Nagar,Punjab,nan,nan
"Chandigarh School of Business, Jhanjeri",Sahibzada Ajit Singh Nagar,Punjab,nan,nan
Chandigarh University,nan,nan,40,nan
Chandigarh University,Mohali,Punjab,nan,29
Chandragupt Institute of Management Patna,Patna,Bihar,nan,nan
Chandraketugarh sahidullah Smriti Mahavidyalaya,Deganga,West Bengal,nan,nan
"Chandrawati Tiwari Government Girls Degree College, Kashipur",Udham Singh Nagar,Uttarakhand,nan,nan
Chandubhai S. Patel Institute of Technology,Changa,Gujarat,nan,nan
Chapra Bangaljhi Mahavidyalaya,Chapra,West Bengal,nan,nan
Chatra College,Chatra,Jharkhand,nan,nan
Chatrapati Sahuji Maharaj Kanpur University,Kanpur,Uttar Pradesh,nan,nan
Chaudhary Charan Singh University Meerut,Meerut,Uttar Pradesh,nan,nan
Chebrolu Engineering College,Chebrolu,Andhra Pradesh,nan,nan
Chennai Institute of Technology,Chennai,Tamil Nadu,175,nan
Chetana'S Institute of Management and Research,Mumbai,Maharashtra,nan,nan
"Chetanas Hazarimal Somani College of Commerce and Smt.Kusumtai Chaudhari College of Arts, Bandra Mumbai",Bandra,Maharashtra,nan,nan
Chetanas Ramprasad Khandelwal Institute of Management and Research,Mumbai,Maharashtra,nan,nan
Chettinad Academy of Research and Education,nan,nan,39,nan
Chettinad Academy of Research and Education,"Kelambakkam, Chengalpattu District",Tamil Nadu,nan,93
Chettinad College of Engineering & Technology,Karur,Tamil Nadu,nan,nan
Chettinad Dental College and Research Institute,Kelambakkam,Tamil Nadu,nan,nan
Chettinad Dental College and Research Institute ,Kelambakkam,Tamil Nadu,27,nan
Chevalier T Thomas Elizabeth College for Women,Chennai,Tamil Nadu,nan,nan
Chhatrapati Shahu Institute of Business Education and Research,Kolhapur,Maharashtra,nan,nan
Chhatrapati Shivaji College,Satara,Maharashtra,nan,nan
Chhatrapati Shivaji Institute of Technology Kolihapuri,Durg,Chhattisgarh,nan,nan
Chhotubhai Gopalbhai Patel Institute of Technology,Bardoli,Gujarat,nan,nan
Chikitsak Samuhas Sir Sitaram and Lady Shantabai Patkar College of Arts and Science and V R Varde College of Commerce and Economics,Mumbai Suburban,Maharashtra,nan,nan
Chikkanna Government Arts College,Tiruppur,Tamil Nadu,nan,nan
Chilarai College,South Tokrerchara Partiv,Assam,nan,nan
Chintamani College of Arts & Science,Dist. Chandrapur,Maharashtra,nan,nan
"Chintamani College of Science, Pombhurna",Chandrapur,Maharashtra,nan,nan
"Chintamani Collge of Commerce Science, Pombhurna",Pombhurna,Maharashtra,nan,nan
Chitkara University,Solan,Himachal Pradesh,nan,nan
Chitkara University,Rajpura,Punjab,144,nan
Chitkara University,nan,nan,80,nan
Chouksey Engineering College,Bilaspur,Chhattisgarh,nan,nan
Christ Academy Institute for Advanced Studies,Bangalore,Karnataka,nan,nan
Christ College,Rajkot,Gujarat,nan,nan
Christ College (Autonomous),Thrissur,Kerala,nan,nan
Christ College of Engineering,Thrissur,Kerala,nan,nan
Christ College of Engineering and Technology,Pondicherry,Pondicherry,nan,nan
